Samples	OTUhits	OTUs	percentOTUs	Readshit	Reads	percentReads	EnvirTypes	ace	chao1	shannon	simpson	goods_coverage	observed_otus
ERR1589797	0	390	0	0	10181	0	NSS	2766.73188258	2709.55947136564	8.09557501871	0.988290065874	0.928032899246	1415
ERR1589809	0	488	0	0	10174	0	NSS	3871.77087393	3740.59186746988	9.20031641123	0.995054142043	0.89689709348	1998
ERR1589816	0	312	0	0	10195	0	NSS	2010.47102547	1973.9793814433	7.91773675272	0.985193841913	0.947296238245	1179
ERR1589823	0	345	0	0	10153	0	NSS	2817.47301725	2767.47533632287	8.12250610576	0.989331821775	0.926239181747	1408
ERR1589826	0	394	0	0	10168	0	NSS	3794.55481733	3793.02519379845	8.74604611226	0.992324500541	0.902086203503	1791
ERR1589840	0	322	0	0	10195	0	NSS	1998.93101886	2020.13636363636	7.92603113529	0.987571531683	0.947740667976	1137
ERR1589851	0	286	0	0	10196	0	NSS	1815.70216639	1836.34722222222	7.43816838495	0.984346433787	0.953001077059	967
ERR1589852	0	509	0	0	10167	0	NSS	3657.59029187	3572.00145348837	9.27998726968	0.995374643228	0.900893821825	1991
ERR1591091	0	740	0	0	10033	0	NSS	7196.73242849	6899.18049155146	10.9633232096	0.999012132538	0.800728561583	3615
ERR1591093	0	721	0	0	10049	0	NSS	6672.01472865	6442.45058626466	10.7996761312	0.998815791953	0.807478368356	3360
ERR1591094	0	691	0	0	10031	0	NSS	7308.9882746	7137.05882352941	10.8491580974	0.998801574412	0.79982232751	3552
ERR1591095	0	665	0	0	10082	0	NSS	6495.58300968	6092.05125899281	10.4796145008	0.998002577197	0.825457767277	3159
ERR1591102	0	638	0	0	9997	0	NSS	7253.85092169	7028.8836589698	10.5102717136	0.997595697961	0.806170886076	3349
ERR1591104	0	573	0	0	9780	0	NSS	6260.03825214	6082.86590038314	10.6620932178	0.998571393128	0.774419218585	2915
ERR1591107	0	745	0	0	10053	0	NSS	7455.5501178	7202.59210526316	10.8980086052	0.9987856245	0.79802955665	3581
ERR1591115	0	664	0	0	10005	0	NSS	6943.36791688	6888.71080139373	10.6149419817	0.998030629248	0.809057648571	3374
ERR1591118	0	679	0	0	10079	0	NSS	7090.63976544	6925.07885615251	10.7405849774	0.998383616377	0.80711408077	3448
ERR1591121	0	717	0	0	10060	0	NSS	7248.848266	7161.3149078727	10.8861571704	0.998727830292	0.80068762279	3581
ERR1591122	0	688	0	0	10070	0	NSS	7384.59379765	7160.98766447368	10.8711187275	0.998713717583	0.797905966021	3578
ERR1591124	0	721	0	0	9988	0	NSS	7167.4247678	7038.72068965517	10.8963988957	0.998946071414	0.79985877131	3481
ERR1591148	0	712	0	0	10073	0	NSS	7435.8077159	7119.78662420382	10.8714289827	0.99878432403	0.798189510971	3587
ERR1591155	0	787	0	0	10082	0	NSS	6687.3491682	6390.27355371901	10.749433738	0.998596406092	0.815758410388	3401
ERR1591159	0	728	0	0	10041	0	NSS	7123.83780057	6842.47487844408	10.8392454002	0.9987089387	0.804786762533	3529
ERR1591161	0	697	0	0	10034	0	NSS	6978.09600327	6908.84132841328	10.8228192495	0.998810423347	0.797118338807	3338
ERR1591169	0	723	0	0	9906	0	NSS	7696.97352041	7602.45703125	10.9914467311	0.998908668116	0.787848605578	3694
ERR1591172	1	755	0.00132	2	10052	2e-04	NSS	7182.82442079	7109.64686468647	10.943387244	0.99888012391	0.801239181747	3610
ERR1591177	0	733	0	0	10029	0	NSS	7522.6036578	7069.69902120718	10.9286405881	0.998984461391	0.793257061861	3557
ERR1591178	0	737	0	0	10056	0	NSS	7037.71794183	6897.13651877133	10.8228870573	0.998680464811	0.806280145684	3488
ERR1591194	0	673	0	0	10028	0	NSS	7392.97737744	7127.40878378378	10.8135125414	0.99862134014	0.800472953	3535
ERR1591200	0	706	0	0	10057	0	NSS	7618.5611872	7154.01974723539	10.9113399865	0.998905891529	0.795597484277	3617
ERR1591203	0	719	0	0	10079	0	NSS	6474.38226967	6283.76169844021	10.6529342569	0.998447362822	0.819944322927	3279
ERR1591210	0	687	0	0	10035	0	NSS	7184.0826169	6968.00338983051	10.8698809376	0.998880669367	0.804717444717	3513
ERR1591211	0	695	0	0	10059	0	NSS	6398.40884048	6361.6650390625	10.5657538991	0.998247053887	0.808922013394	3118
ERR1591218	0	771	0	0	10018	0	NSS	7482.97488543	7240.62480127186	10.994287905	0.999014604219	0.79516765286	3666
ERR1591223	0	707	0	0	9995	0	NSS	7301.09704279	7023.13043478261	10.7740591171	0.998602227669	0.804236453202	3465
ERR1591225	0	690	0	0	10037	0	NSS	7032.82232406	6946.55566037736	10.8223728281	0.998791339231	0.794326241135	3322
ERR1591226	0	723	0	0	10004	0	NSS	7517.81344176	7340.97974068071	11.0127245676	0.999073213087	0.794866732478	3657
ERR1591228	0	712	0	0	10046	0	NSS	7299.24340163	7202.0304054054	10.8838765443	0.99890616588	0.799781399046	3523
ERR1591231	0	659	0	0	10057	0	NSS	6391.67578479	6210.57670454545	10.45878306	0.998231236524	0.826538689887	3111
ERR1591239	0	722	0	0	10015	0	NSS	7081.6680973	6986.55719237435	10.7563470595	0.998631993727	0.805073035926	3455
ERR1591245	0	713	0	0	10009	0	NSS	7978.28188171	7424.12537993921	11.0026564165	0.998965567604	0.786894923259	3744
ERR1591248	0	688	0	0	9988	0	NSS	7597.68262421	7493.34380610413	10.8519686379	0.998851351647	0.796675191816	3535
ERR1591260	0	754	0	0	10033	0	NSS	7297.60270526	6998.49262295082	10.8687406644	0.998853554811	0.801869158879	3545
ERR1591264	0	695	0	0	9994	0	NSS	6985.92478624	6790.1013400335	10.8137109664	0.998816214735	0.809073910048	3458
ERR1591267	0	729	0	0	10052	0	NSS	6916.28323356	6746.81455805893	10.7984199204	0.998803571982	0.811023622047	3428
ERR1591289	0	732	0	0	10050	0	NSS	7397.34564281	7105.05177993527	10.9222299811	0.998876363817	0.798403783624	3599
ERR1591293	0	759	0	0	9982	0	NSS	7515.80132008	7197.82018927445	10.9739222889	0.998978947922	0.79478089611	3661
ERR1591298	0	682	0	0	10089	0	NSS	6882.11404926	6870.50380952381	10.8308036118	0.998869653881	0.787121467973	3264
ERR1591301	0	699	0	0	10065	0	NSS	6933.72770121	6810.86371681416	10.7675764638	0.998739847931	0.807283306581	3389
ERR1591308	0	731	0	0	10037	0	NSS	6920.85149193	6773.47184300341	10.7992233865	0.998629371009	0.809251968504	3458
ERR1591311	0	734	0	0	10053	0	NSS	7264.44921668	6946.39285714286	10.8547979369	0.998820918964	0.803468780971	3497
ERR1591312	0	680	0	0	9971	0	NSS	6453.90396636	6303.40152963671	10.5476456708	0.998457774287	0.824007130831	3155
ERR1591319	0	734	0	0	10052	0	NSS	7514.38072298	7081.89112903226	10.9441503479	0.998972540635	0.798840978293	3610
ERR1591333	0	715	0	0	10061	0	NSS	7669.11346011	7321.796875	10.9426743836	0.998947302523	0.794617424614	3629
ERR1591338	0	701	0	0	10035	0	NSS	7642.89705218	7469.7537437604	10.9148263079	0.998921865397	0.793229012892	3623
ERR1591339	0	695	0	0	10049	0	NSS	7117.00704629	6953.08444816053	10.820824244	0.99874444692	0.802288557214	3484
ERR1591344	0	734	0	0	10037	0	NSS	7547.6284914	7376.63636363636	10.9675646531	0.998985144462	0.794350059265	3634
ERR1591346	0	649	0	0	10042	0	NSS	6953.03257855	6831.56169429098	10.6238034135	0.998502890756	0.811712598425	3322
ERR1591347	0	749	0	0	10024	0	NSS	7799.77147203	7528.50322580645	10.9624770511	0.99892787483	0.789208916946	3683
ERR1591350	0	740	0	0	10054	0	NSS	6942.79376125	6760.66341463415	10.903848697	0.998919500888	0.802251292972	3494
ERR1591357	0	711	0	0	10107	0	NSS	7178.64511876	6927.55785123967	10.8778355712	0.998844694908	0.804382000393	3531
ERR1591365	0	715	0	0	10030	0	NSS	6993.31726331	6682.24029126214	10.8320524463	0.998853190103	0.808872712965	3468
ERR1591373	0	710	0	0	10001	0	NSS	7809.80674581	7424.07154340836	10.9363649368	0.998940212541	0.784843559529	3616
ERR1591381	0	756	0	0	10044	0	NSS	7047.29882364	6815.06829268293	10.9262227044	0.998954348534	0.805807086614	3549
ERR1591385	0	769	0	0	10029	0	NSS	7126.89470181	6962.6125	10.9688654092	0.998977701274	0.800928211711	3613
ERR1591391	0	720	0	0	10042	0	NSS	7776.64189909	7696.90431034483	10.9491736013	0.998991584316	0.792463996844	3619
ERR1591396	0	722	0	0	10033	0	NSS	7496.40748267	6976.76197836167	10.9390908227	0.998956359572	0.799566843867	3605
ERR1591397	0	748	0	0	10034	0	NSS	7521.76801525	7385.66164154104	10.9181636168	0.998926765655	0.796606825804	3596
ERR1591403	0	696	0	0	10045	0	NSS	7516.45681159	7197.4886914378	10.9267033584	0.99887822272	0.796523617794	3624
ERR1591408	0	736	0	0	10035	0	NSS	7385.25179619	7021.04939209726	10.9449738129	0.998830857693	0.7980523313	3653
ERR1591423	0	589	0	0	10049	0	NSS	6311.72747941	6197.5244140625	9.85381395311	0.991504263485	0.826982084529	3023
ERR1591427	0	541	0	0	10072	0	NSS	6408.90622755	6529.11210762332	9.66757981246	0.986608875764	0.828209409685	2964
ERR1591433	0	713	0	0	10131	0	NSS	2738.67610151	2738.88782816229	9.16095255897	0.99012042469	0.925446825318	1977
ERR1591438	0	509	0	0	9919	0	NSS	5757.24184005	5844.23008849557	9.48313382256	0.992978483542	0.841547535739	2691
ERR1591441	0	538	0	0	10016	0	NSS	6566.65037214	6427.16328600406	9.81912966532	0.994782478986	0.82443501431	2959
ERR1591444	0	611	0	0	10080	0	NSS	4707.9789126	4507.66666666667	9.35581827279	0.988345598704	0.866164369981	2563
ERR1591447	0	507	0	0	10061	0	NSS	5929.069573	5668.4435840708	9.12084304636	0.983688581127	0.841633858268	2689
ERR1591459	0	605	0	0	9868	0	NSS	5054.02871844	4899.85009861933	9.76417053574	0.995131949662	0.85382231405	2614
ERR1591485	0	644	0	0	10035	0	NSS	6135.79143362	6128.97714285714	10.279938236	0.994265207542	0.807302682845	3044
ERR1591490	0	715	0	0	10043	0	NSS	7633.34731836	7662.23117338004	10.9468066278	0.998890398554	0.793550924105	3635
ERR1591493	0	709	0	0	10037	0	NSS	7628.93229949	7342.78328173375	10.9218027436	0.998698676687	0.791239147593	3687
ERR1591494	0	671	0	0	10053	0	NSS	6709.17732458	6659.18269230769	10.5377941803	0.996600225921	0.814523270688	3367
ERR1591497	0	596	0	0	10068	0	NSS	6640.40493646	6227.58627087199	9.6951821033	0.98414771551	0.816444760646	3072
ERR1591501	0	631	0	0	10006	0	NSS	7561.41872607	7315.34358047016	10.5348432972	0.997131268575	0.800493339911	3410
ERR1591508	0	654	0	0	10056	0	NSS	7420.59850376	7311.86003521127	10.7440316453	0.998562186675	0.798602096855	3458
ERR1591514	0	670	0	0	10040	0	NSS	7797.93030967	7658.71605960265	10.8708134487	0.998506094262	0.788939274448	3668
ERR1591515	0	644	0	0	10030	0	NSS	7038.13807216	6990.77014652015	10.5215947456	0.996175629055	0.808340727595	3377
ERR1591518	0	681	0	0	10034	0	NSS	7418.14388898	7105.36628849271	10.8872941982	0.998781076883	0.799152876281	3583
ERR1591521	0	722	0	0	10062	0	NSS	6828.18415366	6657.8227739726	10.8030352561	0.998750075812	0.812236079741	3440
ERR1591524	0	708	0	0	10063	0	NSS	7466.90655967	7090.58598726115	10.8741044453	0.998685607069	0.797614353312	3599
ERR1591526	0	602	0	0	10006	0	NSS	7097.93988032	6770.014571949	10.0683927597	0.990498001218	0.810114128296	3278
ERR1591529	0	679	0	0	10023	0	NSS	7506.54925955	7684.16344294004	10.4638797655	0.995250977976	0.798428798727	3413
ERR1591531	0	700	0	0	10026	0	NSS	7144.99966896	6777.7790507365	10.7725873293	0.998666811416	0.806353265146	3469
ERR1591541	0	721	0	0	10013	0	NSS	6764.8580367	6532.74260869565	10.7531890224	0.998642344319	0.80545967995	3303
ERR1591548	0	683	0	0	10015	0	NSS	8031.06922294	7803.59268707483	10.9544581629	0.998945697293	0.786616660087	3675
ERR1591551	0	660	0	0	10033	0	NSS	7733.27592367	7528.07055749129	10.7372623641	0.998038532048	0.793561724749	3558
ERR1591557	0	675	0	0	10060	0	NSS	7062.87248789	6574.36264656616	10.5011527686	0.996977362834	0.810856073293	3363
ERR1591562	0	692	0	0	10029	0	NSS	6737.39470685	6618.30456852792	10.7630646941	0.998448922102	0.812734082397	3432
ERR1591563	0	517	0	0	10067	0	NSS	5900.10149136	5867.75117370892	10.2731205764	0.996486181767	0.778770949721	2642
ERR1591564	0	651	0	0	10057	0	NSS	7495.55812596	7173.41438356164	10.7026223066	0.998192560062	0.796989463121	3454
ERR1591569	0	732	0	0	9996	0	NSS	7407.42774926	6993.07290015848	10.9256035653	0.998957730614	0.799546440544	3588
ERR1591571	0	624	0	0	10034	0	NSS	6833.86140112	6581.19152854512	10.5182517667	0.997735748364	0.807246376812	3232
ERR1591576	0	684	0	0	10076	0	NSS	6923.81464662	6477.90721649484	10.6759768733	0.998517339942	0.81526222746	3333
ERR1591577	0	631	0	0	10054	0	NSS	6824.51878524	6634.00094161959	10.4025881788	0.997025292402	0.816211957057	3234
ERR1591583	0	645	0	0	10027	0	NSS	6950.45324967	6666.95663716814	10.4767377345	0.997132246911	0.811995272799	3332
ERR1591584	0	702	0	0	10094	0	NSS	7010.52525935	6852.16582064298	10.8106317106	0.998579484966	0.808119532095	3477
ERR1591587	0	734	0	0	10048	0	NSS	7485.92685446	7147.49135220126	10.9741196917	0.99892226855	0.796458435809	3655
ERR1591590	0	576	0	0	10033	0	NSS	6485.83378946	6402.8093385214	9.70047413524	0.985224422356	0.822936233317	3071
ERR1591591	0	609	0	0	10055	0	NSS	7129.81511798	6915.58	9.83508828008	0.984618364273	0.810090479937	3247
ERR1591595	0	539	0	0	10081	0	NSS	6028.76355288	6006.67640692641	9.32521005406	0.982118741524	0.836433421907	2840
ERR1591597	0	595	0	0	10078	0	NSS	6247.43772776	5993.18882466281	9.85181293243	0.990208805712	0.830120007869	3025
ERR1591599	0	536	0	0	10060	0	NSS	6375.60382219	5972.51881188119	9.38335428082	0.979404440483	0.830990069806	2928
ERR1591603	0	622	0	0	10044	0	NSS	6914.62178236	6522.03125	10.7022504357	0.99846051902	0.800106157113	3280
ERR1591604	0	689	0	0	10036	0	NSS	7674.81165615	7558.70363951473	10.7879946938	0.998094249167	0.793032181872	3596
ERR1591606	0	672	0	0	10006	0	NSS	7251.86927164	7251.74870017331	10.650398454	0.997490704432	0.80256916996	3463
ERR1591607	0	644	0	0	10054	0	NSS	6361.49825013	6149.45066413662	10.1262324984	0.993183716186	0.826934435913	3098
ERR1591611	0	696	0	0	10067	0	NSS	7454.79232947	7252.21772805508	10.7653007505	0.998611987973	0.799271868543	3505
ERR1591612	0	699	0	0	10040	0	NSS	7781.76769906	7396.3215408805	10.9307723174	0.998869659673	0.790001968117	3680
ERR1591614	0	718	0	0	10032	0	NSS	7402.41655231	7189.2249589491	10.8926787614	0.998746690929	0.797988760722	3597
ERR1591618	0	677	0	0	10049	0	NSS	7195.38750928	6967.90322580645	10.712538095	0.998492248765	0.806813706184	3414
ERR1591621	0	704	0	0	10049	0	NSS	7214.42901561	7124.49667221298	10.9085836157	0.998905523321	0.800944138474	3573
ERR1591624	0	694	0	0	10004	0	NSS	7400.48146578	7342.96890343699	10.7207684014	0.996596929161	0.796461051799	3589
ERR1591628	0	721	0	0	10007	0	NSS	6668.33069788	6531.36363636364	10.7970008716	0.998695064132	0.814767223485	3409
ERR1591633	0	648	0	0	10057	0	NSS	6927.11376162	6754.68060498221	10.3635754684	0.994388507093	0.811357830615	3353
ERR1591639	0	674	0	0	10022	0	NSS	6818.87335479	6609.77558348294	10.4346634068	0.996646550562	0.81483305427	3288
ERR1591643	0	691	0	0	9967	0	NSS	7343.60674904	7004.95111492281	10.7625761482	0.998740560381	0.803412901953	3453
ERR1591645	0	706	0	0	10028	0	NSS	7731.4320362	7387.3498349835	10.7378096614	0.997752924183	0.793550924105	3593
ERR1591646	0	634	0	0	10018	0	NSS	7277.74478376	6882.28125	10.4408543208	0.99603086054	0.806273969909	3373
ERR1591650	0	641	0	0	10038	0	NSS	6993.45073878	6833.03621908127	10.4341029432	0.994923986907	0.80888144939	3386
ERR1591662	0	696	0	0	10038	0	NSS	7343.52818199	7084.03078202995	10.8672913343	0.998768310685	0.801160960252	3558
ERR1591664	0	688	0	0	9997	0	NSS	7050.73780234	6890.02669902913	10.7623516138	0.998066092268	0.804743083004	3525
ERR1591669	0	709	0	0	10009	0	NSS	7175.42908352	7115.24692442882	10.7597494286	0.998550332715	0.803429027113	3449
ERR1591671	0	725	0	0	10013	0	NSS	6506.22303509	6261.03938906752	10.767074515	0.998652236162	0.817733990148	3395
ERR1591672	0	681	0	0	10000	0	NSS	6744.5597613	6525.58376511226	10.6173339233	0.998023115381	0.81495049505	3329
ERR1591674	0	666	0	0	9963	0	NSS	6541.15778708	6263.13498402556	10.6852059888	0.99858777718	0.818714612099	3312
ERR1591675	0	725	0	0	10009	0	NSS	6998.20410674	6788.97680412371	10.8277372947	0.998875088554	0.810271604938	3430
ERR1591679	0	675	0	0	10050	0	NSS	7650.96765978	7363.79931972789	10.5911833142	0.997208846052	0.794265444871	3535
ERR1591680	0	723	0	0	10070	0	NSS	7327.53836846	7078.51271186441	10.8817350637	0.998877972131	0.802263779528	3527
ERR1591687	0	366	0	0	10078	0	NSS	4316.04607597	4201.37101449275	8.68696404141	0.977974592991	0.80343417825	1924
ERR1591688	0	697	0	0	10034	0	NSS	7140.67158742	6867.07975986278	10.7046622408	0.998411227447	0.806397637795	3441
ERR1591692	0	705	0	0	10039	0	NSS	7310.63480574	6928.6377388535	10.7958582245	0.998324373964	0.801140833989	3557
ERR1591704	0	722	0	0	10026	0	NSS	7567.36278398	7290.53770491803	10.9211940726	0.998891960405	0.795212765957	3618
ERR1591712	0	753	0	0	10034	0	NSS	7339.59094322	6959.23969465649	10.9520139653	0.998924856221	0.79842364532	3639
ERR1591715	0	745	0	0	10032	0	NSS	7705.56533571	7317.28926282051	10.9711533522	0.998982992181	0.793706981318	3655
ERR1591718	0	729	0	0	10048	0	NSS	7610.78878649	7190.04538341158	10.9820934221	0.998989029853	0.794488188976	3672
ERR1591721	0	746	0	0	10028	0	NSS	6631.14996653	6430.82548701299	10.757531195	0.99863855864	0.81341697865	3349
ERR1591722	0	659	0	0	10015	0	NSS	6700.10574514	6642.74805447471	10.501247585	0.997907617049	0.819820707319	3197
ERR1591723	0	756	0	0	9884	0	NSS	7160.94911027	7120.3714057508	10.9711125342	0.999027841794	0.800418910832	3575
ERR1593300	0	836	0	0	9972	0	NSS	3912.38039456	3885.72073921971	10.2852510997	0.998381002279	0.890035728464	2538
ERR1593317	0	778	0	0	9962	0	NSS	4423.79330856	4349.25542406312	10.2897546456	0.998039941676	0.874962697702	2675
ERR1593321	0	861	0	0	9965	0	NSS	3144.9759332	3205.98817204301	10.1026462419	0.997788297103	0.913620930697	2296
ERR1593324	0	797	0	0	9947	0	NSS	3302.78808126	3343.3732718894	9.98022163195	0.997576193131	0.908973338639	2238
ERR1593329	0	803	0	0	9936	0	NSS	3797.56944612	3744.91764705882	10.0978111253	0.997494938048	0.892743221691	2486
ERR1593332	0	829	0	0	9952	0	NSS	3919.01888491	3991.32705099778	10.2181685101	0.99825903806	0.88898854011	2484
ERR1593334	0	796	0	0	9920	0	NSS	4235.85784013	4224.1282306163	10.3233086348	0.998325512139	0.879753748386	2648
ERR1593342	0	791	0	0	9919	0	NSS	4472.83667482	4449.1361003861	10.2993712993	0.998072837601	0.871756635848	2724
ERR1593351	0	801	0	0	9908	0	NSS	4223.26433234	4256.04157782516	10.2990895046	0.998365539692	0.880167765129	2588
ERR1593356	0	697	0	0	9973	0	NSS	4323.50102182	4149.32142857143	10.1298007183	0.997661030726	0.877808709485	2576
ERR1593361	0	758	0	0	9879	0	NSS	4854.42558293	4738.68618042226	10.3698544924	0.998194992103	0.862277827425	2809
ERR1593370	0	710	0	0	9953	0	NSS	4432.39796997	4398.36780383795	10.0673781205	0.997026996813	0.874614389491	2583
ERR1593392	0	847	0	0	9866	0	NSS	3956.62060092	3923.32061068702	10.2517268493	0.998015161011	0.886996593869	2591
ERR1593402	0	967	0	0	9948	0	NSS	3430.57052114	3481.77021696252	10.3662404858	0.998296301119	0.90629984051	2507
ERR1593406	0	861	0	0	9896	0	NSS	4566.41671138	4436.29018612521	10.540475106	0.998576339801	0.869660460022	2870
ERR1593408	0	810	0	0	9931	0	NSS	3878.95677325	3813.10458167331	10.1626595804	0.99790852959	0.890632760505	2498
ERR1593410	0	835	0	0	9998	0	NSS	4325.3878442	4162.60898502496	10.4506783071	0.99844668537	0.876973488234	2792
ERR1593412	0	852	0	0	9976	0	NSS	3815.52522368	3773.38123752495	10.3183642842	0.998344942354	0.893652836915	2548
ERR1593419	0	1014	0	0	9988	0	NSS	3337.3048505	3461.1829004329	10.365994815	0.998439280739	0.909343384249	2451
ERR1593420	0	820	0	0	9942	0	NSS	4453.40104432	4404.39048473968	10.4958947938	0.998415251775	0.873126178894	2830
ERR1593430	0	689	0	0	9793	0	NSS	6024.55999291	5708.68316831683	10.5442739327	0.997601781529	0.82814859559	3191
ERR1593432	0	717	0	0	9742	0	NSS	6094.72743429	5904.12244897959	10.6703673721	0.99858250143	0.827359617682	3246
ERR1593438	0	723	0	0	9891	0	NSS	6519.67003511	6240.65337954939	10.6320214628	0.997800323428	0.820327218642	3300
ERR1593440	0	740	0	0	9945	0	NSS	6580.12171144	6233.31513828239	10.8530645314	0.998539139665	0.813198773128	3532
ERR1593442	0	710	0	0	9891	0	NSS	4935.72525238	4797.4067961165	10.261000003	0.996720013565	0.861105607291	2808
ERR1593444	0	569	0	0	9969	0	NSS	3634.43246675	3542.36563307494	9.36290746964	0.994158978196	0.898543545031	2105
ERR1593445	0	724	0	0	9891	0	NSS	5701.8423922	5721.28723404255	10.6037232723	0.997631737491	0.835122242099	3194
ERR1593450	0	504	0	0	10173	0	NSS	4855.69459229	4745.18204488778	9.67062123842	0.996257227989	0.869411764706	2437
ERR1593451	0	507	0	0	10170	0	NSS	5582.56279599	5332.15501165501	9.79089339714	0.996548850247	0.853281096964	2622
ERR1593456	0	432	0	0	10184	0	NSS	5419.77163228	5051.01975308642	8.97215210266	0.985814680355	0.859003231176	2420
ERR1593461	0	492	0	0	10180	0	NSS	4767.13790665	4524.72784810127	9.4725665856	0.995657915873	0.873580101841	2345
ERR1593463	0	488	0	0	10172	0	NSS	3925.97229882	3940.42942942943	9.37303820202	0.995467316108	0.893819179156	2090
ERR1593464	0	434	0	0	10175	0	NSS	3252.15378659	3197.25183823529	8.96301713428	0.994067707724	0.914630556373	1737
ERR1593469	0	507	0	0	10184	0	NSS	5117.98403279	5103.41989664083	9.83505716468	0.996307498031	0.86321771507	2535
ERR1593510	0	430	0	0	10131	0	NSS	3986.20804836	3975.29661016949	9.07304854992	0.994464630752	0.895837423915	1944
ERR1593513	0	302	0	0	10156	0	NSS	1850.09245378	2132.18248175182	7.6298995428	0.982048225192	0.950264861683	1076
ERR1593522	0	367	0	0	10126	0	NSS	2834.02378048	2807.58695652174	8.48620959078	0.989888697611	0.923243883189	1569
ERR1593526	0	323	0	0	10139	0	NSS	1867.2614352	1995.06176470588	8.23019023605	0.99243153843	0.949889536051	1119
ERR1593530	0	320	0	0	10117	0	NSS	2245.49118262	2233.53755868545	8.03545815617	0.987899118564	0.940418837872	1244
ERR1593531	0	266	0	0	10113	0	NSS	2034.39901459	2025.51058201058	7.6249932476	0.982988740582	0.946085232904	1125
ERR1593532	0	321	0	0	10096	0	NSS	2036.44336667	2114.06443298969	7.91080318766	0.986985829256	0.945943284758	1171
ERR1593537	0	291	0	0	10145	0	NSS	1903.48832533	1983.16279069767	7.8190591653	0.987339093298	0.949746747443	1095
ERR1593556	0	276	0	0	10153	0	NSS	1687.57077731	1776.93113772455	7.47353200178	0.982827518261	0.954876847291	1015
ERR1594080	0	331	0	0	9950	0	NSS	1629.34572442	1752.08088235294	8.8551270963	0.992950284439	0.962647379372	1343
ERR1594089	0	433	0	0	9971	0	NSS	1451.97327262	1546.0744047619	9.11268367037	0.995565240005	0.970462880365	1244
ERR1594108	0	336	0	0	10188	0	NSS	3987.4766346	3941.76433121019	9.05676888442	0.992783115352	0.894201623154	2011
ERR1594118	0	383	0	0	10187	0	NSS	3993.10452428	3969.81818181818	9.28983140039	0.994852691373	0.892920180428	2079
ERR1594121	0	357	0	0	10191	0	NSS	4395.97106222	4232.81778425656	9.23615567424	0.993819124746	0.884679393049	2155
ERR1594125	0	359	0	0	10193	0	NSS	3926.32041091	4020.85667752443	8.81314784252	0.981783349482	0.893639921722	2027
ERR1594129	0	245	0	0	9805	0	NSS	3734.19951385	3636.49705014749	9.11931825393	0.994156006161	0.896381909548	1990
ERR1594135	0	239	0	0	9701	0	NSS	4307.07106335	4122.20580474934	9.39950934711	0.9951918516	0.88279924129	2209
ERR1594144	0	265	0	0	9790	0	NSS	4250.43906229	4195.63671875	9.57053949748	0.995592657876	0.88156714186	2289
ERR1594150	0	252	0	0	9789	0	NSS	4164.17172692	4077.61904761905	9.38266345122	0.995360462596	0.885426031365	2167
ERR1594162	0	379	0	0	9856	0	NSS	2128.98855552	2188.9737704918	9.50515399203	0.996587724547	0.947895791583	1676
ERR1594164	0	246	0	0	9697	0	NSS	4566.54941422	4447.57075471698	9.67199077962	0.995480905238	0.872221668494	2430
ERR1594167	0	254	0	0	9848	0	NSS	3615.46949032	3544.00147928994	9.14422835784	0.993687888895	0.899348370927	1985
ERR1594175	0	260	0	0	9757	0	NSS	4412.89468775	4418.67280453258	9.41623412075	0.994003793229	0.878926897377	2271
ERR1594179	0	260	0	0	9764	0	NSS	4139.42449943	4020.00515463918	9.50502574204	0.99521989959	0.884028689767	2229
ERR1594181	0	276	0	0	9775	0	NSS	4160.86054785	3952.04761904762	9.49907841562	0.99531373561	0.886005654281	2186
ERR1594186	0	266	0	0	9762	0	NSS	3331.22434321	3289.01242236025	9.17282296018	0.994674491075	0.907750927504	1903
ERR1594201	0	258	0	0	9846	0	NSS	3634.96202111	3511.15060240964	8.85059785888	0.987291439595	0.901139177811	1951
ERR1594208	0	291	0	0	9741	0	NSS	3322.5503323	3253.10382513661	9.36475097304	0.995168078522	0.907312669275	1997
ERR1594214	0	236	0	0	9687	0	NSS	3789.15495342	3746.65696202532	9.37870534441	0.993162979856	0.892885453825	2213
ERR1594221	0	277	0	0	9784	0	NSS	2512.81713709	2535.14164305949	9.14049084038	0.992836643679	0.931890389198	1807
ERR1594229	0	243	0	0	9737	0	NSS	3603.65846111	3526.36940298507	9.28242371437	0.992179483846	0.898484698425	2155
ERR1594236	0	321	0	0	9802	0	NSS	2709.85838719	2700.02392947103	9.43820418459	0.993921393621	0.92730338193	1961
ERR1594239	0	246	0	0	9744	0	NSS	3900.92778449	3749.64494382022	9.30244385377	0.990907696585	0.888745277391	2275
ERR1594242	0	323	0	0	9841	0	NSS	2187.14621877	2214.62295081967	9.01705139537	0.990810051663	0.944003177125	1644
ERR1594244	0	287	0	0	9764	0	NSS	3276.72695005	3250.18561484919	9.53568706759	0.994446677974	0.908317673821	2166
ERR1594247	0	281	0	0	9765	0	NSS	3021.05075918	2944.97890818859	9.23146784623	0.992540674427	0.915890628096	1999
ERR1594260	0	329	0	0	9860	0	NSS	2026.02431847	2092.37157534247	8.91010216474	0.99004196518	0.948832588177	1582
ERR1594276	0	281	0	0	9722	0	NSS	3375.43540363	3266.30178173719	9.46956623407	0.993657559379	0.905606180666	2180
ERR1594277	0	269	0	0	9772	0	NSS	3488.28882856	3384.78604651163	9.41221085114	0.993352141815	0.902133995037	2160
