Samples	OTUhits	OTUs	percentOTUs	Readshit	Reads	percentReads	EnvirTypes	ace	chao1	shannon	simpson	goods_coverage	observed_otus
ERR1594278	0	243	0	0	9817	0	NSS	3014.73489227	2939.28260869565	8.9568812001	0.986894225509	0.916451932607	1913
ERR1594282	0	254	0	0	9716	0	NSS	3642.98831051	3457.19343065693	9.26633878637	0.992788626246	0.898957816377	2110
ERR1594287	0	291	0	0	9740	0	NSS	3247.56393775	3169.44670050761	9.28802898088	0.990490643154	0.909936658749	2063
ERR1594294	0	281	0	0	9771	0	NSS	3375.03156619	3259.21882352941	9.44512824027	0.992980493059	0.906163297662	2146
ERR1594296	0	383	0	0	9943	0	NSS	2297.38574886	2322.65141955836	9.28307304518	0.99207335008	0.941755292714	1729
ERR1594299	0	266	0	0	9758	0	NSS	4195.05350467	4150.67481662592	9.55725903608	0.993220897183	0.882137192704	2363
ERR1594300	0	258	0	0	9681	0	NSS	3854.44292434	3760.33333333333	9.54194248134	0.991506647611	0.890321301071	2345
ERR1594310	0	325	0	0	10219	0	NSS	3806.79580077	3789.22962962963	8.86720601629	0.993376338161	0.900917610308	1847
ERR1594313	0	295	0	0	10165	0	NSS	3637.478799	3471.95070422535	8.3145215728	0.978816385997	0.905797101449	1765
ERR1594316	2	357	0.0056	20	10206	0.00196	NSS	3644.07287522	3676.1746031746	8.9809247903	0.994025592672	0.906027156393	1808
ERR1742287	0	431	0	0	10177	0	NSS	4005.9074246	4043.11409395973	9.23676525173	0.994601808485	0.894261006289	2010
ERR1742294	1	479	0.00209	10	10192	0.00098	NSS	3010.07691803	3091.94444444444	8.93677900927	0.994049968929	0.918958742633	1712
ERR1742398	0	367	0	0	10158	0	NSS	6643.71963662	6224.85463917526	10.1846990911	0.997429018654	0.828409313246	2991
ERR1759870	0	343	0	0	10214	0	NSS	2892.53799998	2856.90384615385	8.57745144161	0.989777704855	0.922083045665	1625
ERR1844383	0	488	0	0	9988	0	NSS	2794.00308949	2955.92918454936	8.93754164972	0.994086705127	0.924791914388	1600
ERR1844401	0	478	0	0	9986	0	NSS	2934.14632363	2890.65359477124	9.0186530908	0.994966684991	0.919845437432	1721
ERR1844408	0	383	0	0	10051	0	NSS	1681.51225357	1800.49382716049	7.98799688416	0.987864579723	0.955337690632	1095
ERR1844410	0	374	0	0	9946	0	NSS	2803.42525684	2936.60425531915	8.17790999631	0.983231192006	0.922247729314	1545
ERR1844418	0	365	0	0	9999	0	NSS	2089.13335915	2214.32702702703	8.35437239889	0.991912333105	0.944003964321	1261
ERR1844421	0	352	0	0	10011	0	NSS	2327.94366819	2342.039408867	8.35416643736	0.991708607596	0.938304614775	1311
ERR1844432	0	603	0	0	9888	0	NSS	4780.37847651	4683.50516528926	9.91301483215	0.994589276082	0.864111498258	2668
ERR1844434	0	720	0	0	9784	0	NSS	6993.86855705	6595.96699438202	10.943721194	0.998702947405	0.801667659321	3669
ERR1844438	0	342	0	0	9992	0	NSS	2466.85168752	2450.6509009009	8.19332936416	0.989264459569	0.933518279996	1358
ERR1844451	0	830	0	0	9983	0	NSS	4279.63679848	4298.90129151292	10.3543632367	0.997275504194	0.876781472684	2789
ERR1844453	0	801	0	0	9931	0	NSS	3992.99174289	3979.60157790927	10.0892027002	0.995884836496	0.885791098277	2601
ERR1844454	0	722	0	0	9975	0	NSS	5241.44332255	4929.95846905537	10.3813885016	0.997019433652	0.850722629182	3016
ERR1844457	0	601	0	0	9767	0	NSS	5601.8094454	5535.604	9.94799153927	0.987316583487	0.840607401448	2935
ERR1844462	0	575	0	0	9945	0	NSS	5557.74976544	5276.38062622309	9.84077583045	0.991218783809	0.846077752498	2853
ERR1844467	0	600	0	0	9910	0	NSS	5236.15598675	4943.37818181818	9.91322174703	0.991821072119	0.852123858674	2848
ERR1844479	0	595	0	0	9840	0	NSS	6045.5876534	5747.55762081784	9.90185667121	0.9887275917	0.833167923779	3028
ERR1844483	0	603	0	0	9948	0	NSS	5102.41937784	4805.11203703704	9.68279083458	0.990601481743	0.855967486122	2761
ERR1844490	0	602	0	0	9931	0	NSS	4785.02565924	4470.96306818182	9.53682255503	0.984368207009	0.8650525898	2651
ERR1844491	0	616	0	0	9934	0	NSS	5110.35474161	5017.76326129666	9.88354922414	0.989671076427	0.854864275807	2827
ERR1844497	0	606	0	0	9971	0	NSS	5344.60808992	5092.39382239382	9.85877933928	0.991344375196	0.851423487544	2835
ERR1844498	0	600	0	0	9819	0	NSS	5796.38379061	5424	10.2983862626	0.997158092722	0.836585609927	3020
ERR1844503	0	555	0	0	9901	0	NSS	5648.1500963	5314.74681238616	9.8739543816	0.991503902623	0.841901931649	2913
ERR1844702	0	579	0	0	9871	0	NSS	5671.80709498	5330.76554174067	10.155649265	0.995290641774	0.84131082423	2979
ERR1844703	0	602	0	0	9925	0	NSS	5459.80932373	5172.19694072658	9.9267588423	0.993023552134	0.848935116394	2854
ERR1844709	0	641	0	0	9971	0	NSS	5103.71543952	4889.18959107807	9.76024500607	0.989208322899	0.855035151995	2819
ERR1844711	0	652	0	0	9878	0	NSS	5062.61742551	4947.35565217391	9.90439952852	0.986194888818	0.853566461355	2925
ERR1844712	0	637	0	0	9806	0	NSS	5608.20776316	5257.88410596027	9.85034275398	0.983009153049	0.837382800686	3036
ERR1844714	0	600	0	0	9923	0	NSS	4952.28743555	4710.4067961165	9.84812171796	0.992264145696	0.860863537334	2721
ERR1844720	0	670	0	0	9926	0	NSS	4573.77998839	4404.59836065574	10.1695602103	0.996301949986	0.870126004564	2747
ERR1844722	0	621	0	0	9926	0	NSS	5537.51892122	5232.11421319797	10.2813619011	0.996552474289	0.841906653426	3030
ERR1844723	0	593	0	0	9884	0	NSS	5425.94879751	5183.93632958801	10.1809670223	0.996442558741	0.848022206801	2906
ERR1844726	0	470	0	0	9967	0	NSS	3727.28767965	3604.13903743315	9.21475973244	0.994094989681	0.8973042362	2060
ERR1844727	0	572	0	0	9957	0	NSS	4927.72797491	4714.51735357918	9.77452550273	0.993615735604	0.864109426108	2589
ERR1844731	0	757	0	0	9937	0	NSS	5049.78600653	4851.75085324232	10.4901410344	0.998174502728	0.856266693046	2979
ERR1844733	0	436	0	0	9948	0	NSS	3036.4348888	2944.4776119403	8.88563219985	0.993778807062	0.919096427505	1648
ERR1844735	0	567	0	0	9967	0	NSS	3548.09776162	3420.23587223587	9.42075949648	0.994338921257	0.901556458808	2128
ERR1844964	0	650	0	0	10060	0	NSS	1960.02609768	2036.12955465587	9.0110366217	0.994081520212	0.950780786717	1493
ERR1844967	0	701	0	0	10082	0	NSS	1851.83411603	1965.00213675214	9.07048661247	0.994213522665	0.95509396637	1458
ERR1844983	0	436	0	0	9930	0	NSS	3649.80237479	3539.43263473054	8.84098726597	0.989382561946	0.899850671976	1942
ERR1844987	0	574	0	0	9975	0	NSS	3345.66932638	3187.94312796209	9.27725635312	0.993861918997	0.905926809865	2048
ERR1844993	0	796	0	0	9993	0	NSS	3451.60746408	3502.78393665158	10.1635178806	0.997995260969	0.905101535414	2382
ERR1845002	0	555	0	0	9991	0	NSS	3686.88576786	3473.18456375839	9.47919226289	0.994712520816	0.897993476327	2208
ERR1864800	0	324	0	0	10196	0	NSS	2289.35819075	2329.1025	8.27389843735	0.99086254438	0.939892315223	1321
ERR1864803	0	295	0	0	10198	0	NSS	1988.27723012	2014.453125	7.76536980343	0.981913662904	0.94870288791	1104
ERR2012850	1	391	0.00256	22	10013	0.0022	NSS	4193.90130457	3977.43880597015	8.22387968475	0.981012804735	0.883813099708	1906
ERR2012910	0	542	0	0	10016	0	NSS	5015.45074348	4932.48046875	9.61504918983	0.996048986976	0.864074713227	2380
ERR2012913	0	443	0	0	10113	0	NSS	4251.70724492	4394.81289308176	9.39635098686	0.996152068923	0.884460141271	2096
ERR2012922	0	525	0	0	9979	0	NSS	5801.01181934	5696.96924829157	9.95210383066	0.997182546288	0.841090834529	2681
ERR2012925	0	494	0	0	10165	0	NSS	6706.69521846	6329.22580645161	9.56355602856	0.994032217236	0.830908375934	2764
ERR2012969	0	349	0	0	9831	0	NSS	1879.17610727	1986.4025	7.73331744404	0.985010204748	0.940977092099	1065
ERR2012970	0	333	0	0	9727	0	NSS	1669.46472872	1918.88198757764	7.58484715466	0.982833763061	0.950425246195	970
ERR2012972	0	345	0	0	9991	0	NSS	2058.79013611	2093.62745098039	7.73826820144	0.984692980089	0.942671827597	1148
ERR2012976	0	515	0	0	9797	0	NSS	4331.57477523	4584.77966101695	9.65985933507	0.995894640635	0.862053162236	2211
ERR2012983	0	580	0	0	9635	0	NSS	3449.03633709	3648.04359673025	9.77002964335	0.996537059043	0.875935557529	2007
ERR2012989	0	577	0	0	9943	0	NSS	5455.71156134	5475.9506302521	10.2408443391	0.997718091271	0.84148132606	2768
ERR2012992	0	570	0	0	9763	0	NSS	4129.97604517	4387.59452054795	9.71096446318	0.996507951369	0.875901409967	2230
ERR2012996	0	524	0	0	9989	0	NSS	3073.60102149	3183.93829113924	9.14869310535	0.995498737106	0.908840364639	1782
ERR2013009	0	609	0	0	9614	0	NSS	3016.96550719	3137.66440217391	9.69129958447	0.996694513888	0.893115252948	1886
ERR2013018	0	510	0	0	9864	0	NSS	2418.31779612	2693.24157303371	8.70106974263	0.990277203277	0.93130711572	1552
ERR2013028	0	350	0	0	9320	0	NSS	2547.15753477	2816.72008547009	9.52786381639	0.997394393842	0.815186615187	1323
ERR2013047	0	480	0	0	10205	0	NSS	4677.27948744	4708.12735849057	8.80402822711	0.983683450647	0.877702768809	2183
ERR2013051	0	599	0	0	10172	0	NSS	4926.92701474	4894.46888412017	9.9313365226	0.996491907938	0.862731572724	2628
ERR2013054	0	563	0	0	10128	0	NSS	4305.32349659	4227.75773195876	9.56307370887	0.995479111877	0.884057971014	2263
ERR2013057	0	565	0	0	9899	0	NSS	4334.56765597	4463.07125307125	9.70355789717	0.996255551042	0.873841400618	2357
ERR2013082	0	482	0	0	9572	0	NSS	2411.81854731	2482.01607142857	8.56342516261	0.985275278783	0.925143306733	1465
ERR2013084	0	557	0	0	10023	0	NSS	1867.77255906	2005.43604651163	8.7968688417	0.993357752098	0.951355742866	1384
ERR2013086	0	418	0	0	8494	0	NSS	1329.72523888	1721.40909090909	8.41257773026	0.991982985918	0.950014322544	962
ERR2013089	0	494	0	0	9789	0	NSS	3362.85290849	3630.68126888218	8.81350133002	0.983916868372	0.898653662674	1901
ERR2013099	0	440	0	0	9951	0	NSS	4508.78097815	4567.02470930233	8.7726640069	0.980286274804	0.873672151635	2139
ERR2013113	0	540	0	0	10173	0	NSS	4706.29151355	4833.22162162162	9.78890589891	0.996930496206	0.873148238988	2411
ERR2013116	0	502	0	0	10122	0	NSS	5015.99398177	5005.06976744186	9.46732150014	0.992564970822	0.865614208189	2437
ERR2013125	0	488	0	0	10181	0	NSS	4783.51915191	4760.86389684814	9.42208385422	0.995251663357	0.874583904445	2296
ERR2013126	0	574	0	0	10195	0	NSS	6098.6314702	5862.22377622378	9.57414370572	0.990472313804	0.841790752351	2737
ERR2013149	0	594	0	0	10159	0	NSS	6016.60638626	5809.97052154195	10.0325719368	0.997463433685	0.840812283309	2777
ERR2013218	0	447	0	0	10185	0	NSS	5197.72980829	4908.78010471204	8.74131688754	0.984154061685	0.866398745344	2296
ERR2013224	0	551	0	0	10190	0	NSS	5153.76867551	4887.28403141361	9.19001610595	0.991112396169	0.866242661448	2373
ERR2013227	0	542	0	0	10197	0	NSS	6471.5339264	6276.55555555556	9.42082839338	0.990766159908	0.835336655917	2761
ERR2013385	0	451	0	0	10182	0	NSS	3210.48068854	3356.16409266409	8.69471603699	0.992280567016	0.912949286066	1717
ERR2013398	0	488	0	0	10204	0	NSS	4992.40641188	5008.60606060606	9.23877189603	0.994070657207	0.871305539244	2261
ERR844182	0	409	0	0	10170	0	NSS	2106.93692891	2036.69047619048	8.0731781508	0.984787525341	0.944013358216	1272
ERR844188	0	360	0	0	10172	0	NSS	1408.0503866	1456.95253164557	7.49728514508	0.98065930429	0.963087248322	961
ERR844191	0	529	0	0	10184	0	NSS	4594.47468144	4460.13150684931	9.5819984305	0.996180493834	0.87878194458	2281
ERR844199	0	443	0	0	10129	0	NSS	2802.65418135	2809.53041825095	8.54549791279	0.987995789536	0.923885287763	1583
ERR1535947	0	200	0	0	10157	0	NSW	976.262215475	1215.96031746032	6.09486730808	0.959387554541	0.974157076519	557
ERR1535950	0	207	0	0	10130	0	NSW	1044.42774793	1057.9175257732	6.37701209984	0.964675523445	0.973678943155	604
ERR1535970	1	281	0.00356	21	10169	0.00207	NSW	1259.23118438	1258.5045045045	6.57888160776	0.9474458948	0.968193384224	739
ERR1535974	1	267	0.00375	15	10164	0.00148	NSW	1297.77582795	1416.405	6.59551706352	0.949601606836	0.966471163245	754
ERR1582023	0	140	0	0	10084	0	NSW	1134.14657141	1146.4898989899	6.04286160115	0.956110865107	0.970073065759	630
ERR1582032	0	148	0	0	10150	0	NSW	987.15289997	1053.34705882353	6.09581772091	0.955441803883	0.973750886794	570
ERR1582083	0	110	0	0	10095	0	NSW	971.260155049	991.013698630137	5.53566390054	0.942247396918	0.974489795918	494
ERR1582088	0	121	0	0	10186	0	NSW	620.501791126	619.898550724638	5.52300497678	0.935796830495	0.984540195492	395
ERR1582089	0	124	0	0	10170	0	NSW	680.573499572	691.939393939394	5.92344673607	0.962650802423	0.982680412371	397
ERR1582090	0	132	0	0	10186	0	NSW	637.467103795	672.121212121212	5.91651057994	0.962916596841	0.983036822507	404
ERR1582095	0	162	0	0	10162	0	NSW	522.117776618	610.189393939394	6.18639405639	0.969498103449	0.987704071089	416
ERR1582110	0	124	0	0	10180	0	NSW	818.926220124	891.03125	5.54339629679	0.937841935057	0.979022362953	469
ERR1582111	0	115	0	0	10164	0	NSW	427.637944781	462.615384615385	5.44006542492	0.954089466836	0.989961236458	315
ERR1582120	0	141	0	0	10185	0	NSW	849.161052562	875.506493506493	6.10353705163	0.957828911908	0.978254452425	512
ERR1582133	0	142	0	0	10097	0	NSW	1184.14519962	1231.38709677419	6.4073852176	0.972077977829	0.968542713568	637
ERR1582144	0	143	0	0	10030	0	NSW	1709.97710773	1734.03211009174	6.30290324008	0.966720574904	0.956798725861	767
ERR1582145	0	165	0	0	10056	0	NSW	1762.07403594	1774.15887850467	6.39031355708	0.968990410982	0.956144722416	777
ERR1582146	0	111	0	0	10192	0	NSW	693.155018635	711.805084745763	5.33504671544	0.928818031306	0.982652161129	416
ERR1582155	0	154	0	0	10109	0	NSW	724.793021281	745.005555555556	6.36857352794	0.976117215178	0.980981912145	475
ERR1582176	0	113	0	0	10063	0	NSW	1404.56273308	1410.88372093023	5.90393937649	0.952829587851	0.965465615331	610
ERR1582226	0	172	0	0	10118	0	NSW	1393.25166458	1553.93888888889	6.0961407313	0.950537665689	0.963761693747	707
ERR1582252	0	151	0	0	9977	0	NSW	1557.39829944	1536.78467153285	5.9712606001	0.951493365849	0.957843332669	787
ERR1582282	0	155	0	0	10018	0	NSW	1570.95236656	1442.62132352941	6.026909101	0.95382456054	0.958917936812	748
ERR1582287	0	157	0	0	9990	0	NSW	1533.92762553	1568.78971962617	6.11714359839	0.958397475259	0.960411876437	721
ERR1582302	0	155	0	0	10086	0	NSW	951.135071088	1028.66336633663	6.64027246419	0.975793392436	0.975551580203	591
ERR1582308	0	189	0	0	10124	0	NSW	1030.22642758	1017.01408450704	7.12574029182	0.983744	0.9741	673
ERR1582327	0	169	0	0	10145	0	NSW	819.622573774	920.228915662651	5.9903898536	0.93603054182	0.979345785157	531
ERR1582393	0	213	0	0	10159	0	NSW	871.46896363	899.535398230089	6.13700298023	0.933681620694	0.978192224196	613
ERR1582416	0	202	0	0	10174	0	NSW	986.866109642	1050.93548387097	6.72710667031	0.966315479396	0.974842136915	626
ERR1582418	0	208	0	0	10180	0	NSW	1059.80996511	1063.63513513514	7.01483966157	0.973554045989	0.973133148953	688
ERR1582420	0	256	0	0	10157	0	NSW	1340.86881147	1461.83884297521	7.1603227457	0.975621636151	0.964780371983	824
ERR1582422	0	266	0	0	10057	0	NSW	1692.6231824	1687.13031914894	7.70835918189	0.984943347367	0.954613466334	1037
ERR1582431	0	248	0	0	10191	0	NSW	799.558803826	954.257142857143	6.60076694062	0.966843779862	0.980274356664	573
ERR1582436	0	245	0	0	10140	0	NSW	1042.33653006	1109.35593220339	7.11395476413	0.976022198844	0.973258268825	701
ERR1582441	0	253	0	0	10171	0	NSW	924.824346272	1013.97524752475	6.73200781663	0.970005981159	0.976472933905	638
ERR1582451	0	207	0	0	10058	0	NSW	1196.57052465	1253.62890625	6.82698605875	0.966081441271	0.969768820391	752
ERR1582457	0	231	0	0	10107	0	NSW	1252.69027719	1303.264	6.62760385981	0.954949834625	0.967084327765	755
ERR1582459	0	223	0	0	10192	0	NSW	1119.78019559	1218.96385542169	6.31062129989	0.921454686081	0.971445686901	658
ERR1582462	0	307	0	0	10138	0	NSW	1459.74564482	1621.50354609929	7.52889832422	0.981098269063	0.961557713485	929
ERR1582465	0	196	0	0	10157	0	NSW	1119.59882696	1117.421875	6.65730717809	0.968048689205	0.972685139533	627
ERR1582469	0	238	0	0	10037	0	NSW	1558.93088231	1538.04444444444	7.53197621148	0.984299731574	0.958212536239	959
ERR1582470	0	270	0	0	10139	0	NSW	1229.85313751	1344.21008403361	7.13852440433	0.969288904039	0.967463820179	768
ERR1582481	0	267	0	0	10103	0	NSW	1193.79877227	1395.65454545455	7.20057907586	0.975346521917	0.968753170336	800
ERR1582482	0	276	0	0	10152	0	NSW	1210.02312774	1246.92857142857	7.23349556026	0.977524256901	0.968572587186	799
ERR1582491	0	243	0	0	10157	0	NSW	981.106614024	1073.22685185185	6.60456967789	0.957649383734	0.974177426072	639
ERR1582494	0	218	0	0	10167	0	NSW	1036.02409127	1198.00641025641	6.80380693858	0.972608390195	0.973337327741	631
ERR1582496	0	237	0	0	10175	0	NSW	840.418110457	912.923076923077	6.8001612954	0.9728697646	0.979313115083	621
ERR1582535	0	278	0	0	10142	0	NSW	1249.75019099	1289.67605633803	7.47725383466	0.983695666058	0.968517231105	821
ERR1582604	0	127	0	0	10039	0	NSW	1902.46731876	1831.22566371681	5.56473518904	0.924622382697	0.953545232274	807
ERR1582618	0	168	0	0	10132	0	NSW	873.876930222	971.006097560976	6.35785203581	0.962429142837	0.976640159046	574
ERR1582619	0	181	0	0	9996	0	NSW	1427.31885449	1328.72222222222	6.2865200057	0.950999429768	0.963241106719	771
ERR1582620	0	184	0	0	9986	0	NSW	1811.24139944	1670.8622754491	6.73719854752	0.966761979185	0.953097518077	938
ERR1582627	0	141	0	0	10102	0	NSW	1219.85057966	1399.82666666667	6.49681887334	0.973311600549	0.969047853002	636
ERR1582631	0	191	0	0	10101	0	NSW	1309.65596821	1372.80275229358	6.55213568749	0.956228971701	0.965517241379	749
ERR1582644	0	117	0	0	10071	0	NSW	1427.37588775	1411.12643678161	5.90773855187	0.945677443616	0.965523996082	644
ERR1582662	0	162	0	0	10016	0	NSW	1850.6867811	1989.53153153153	6.83287582819	0.972586243195	0.953103583317	889
ERR1582681	0	167	0	0	10058	0	NSW	1213.52543753	1149.84507042254	5.97484254549	0.939453582663	0.967605633803	703
ERR1582705	0	182	0	0	10079	0	NSW	1273.86798213	1399.42631578947	6.15419373731	0.927420771003	0.966391509434	733
ERR1582723	0	115	0	0	10140	0	NSW	1148.70467638	1112.82692307692	6.07324579753	0.960981082708	0.972413116042	550
ERR1582725	0	167	0	0	10146	0	NSW	1204.69146428	1199.48076923077	6.80686025063	0.977742874639	0.969798327595	675
ERR1582734	0	124	0	0	10154	0	NSW	889.211524406	1030.97368421053	5.92679853535	0.951658787371	0.977707944614	487
ERR1582747	0	181	0	0	10153	0	NSW	1034.53464715	1137.43918918919	6.46890273764	0.965582683239	0.973632621055	601
ERR1582752	0	148	0	0	10149	0	NSW	960.060603576	1041.625	6.28536603512	0.968721260882	0.974663499604	567
ERR1582795	0	112	0	0	10092	0	NSW	1057.30354357	993.852941176471	5.96598734004	0.962052657987	0.973895976447	532
ERR1582812	0	164	0	0	10095	0	NSW	1277.48247601	1271.43367346939	6.43906776458	0.971252172586	0.968196496722	670
ERR1582841	0	157	0	0	10134	0	NSW	1168.77854541	1144.01923076923	6.39030760005	0.962443271253	0.970118546096	665
ERR1582873	0	181	0	0	10111	0	NSW	1212.6131113	1221.30476190476	6.53869911676	0.968650807382	0.968921568627	686
ERR1582896	0	272	0	0	10138	0	NSW	1029.43273745	1057.06198347107	6.3606128592	0.934251112714	0.973262032086	726
ERR1582898	0	150	0	0	10156	0	NSW	949.677084488	987.135869565217	5.61328455624	0.929570443931	0.97428347075	570
ERR1582902	0	235	0	0	10140	0	NSW	1296.49356609	1234.52941176471	6.06555375388	0.921859930965	0.964846450084	800
ERR1582916	0	233	0	0	10099	0	NSW	1553.23578591	1568.10948905109	6.58737970064	0.952811492498	0.95905511811	865
ERR1582923	0	148	0	0	10129	0	NSW	932.918628703	909.254901960784	6.20974240198	0.960126533587	0.975755166932	557
ERR1582935	0	172	0	0	10160	0	NSW	1169.00308499	1134.15384615385	6.55899458521	0.968532908289	0.96960726268	675
ERR1582938	0	181	0	0	10113	0	NSW	1039.84302212	1161.59523809524	5.87360487014	0.925850929428	0.972063109235	628
ERR1582957	0	199	0	0	10119	0	NSW	1654.4563605	1660.625	6.59923115639	0.968191785399	0.958024691358	824
ERR1582966	0	192	0	0	10138	0	NSW	1149.79050888	1203.28421052632	6.62747897259	0.966020646053	0.970923379175	684
ERR1582983	0	152	0	0	10103	0	NSW	1425.74918244	1449.00537634409	6.01373369268	0.952649561625	0.964172290592	676
ERR1582996	0	203	0	0	10081	0	NSW	1658.59441999	1679.15107913669	6.62389524064	0.962391344756	0.954114408076	896
ERR1583011	0	198	0	0	10060	0	NSW	1873.70913508	1815.25352112676	6.76937028924	0.967287552922	0.951136477421	934
ERR1591416	0	251	0	0	10132	0	NSW	1536.42161501	1524.69938650307	5.90443025396	0.928744837868	0.958636990349	849
ERR1753782	0	187	0	0	10209	0	NSW	1653.95312148	1609.19277108434	5.56910505684	0.931632015907	0.953671759487	859
ERR1753818	1	97	0.01031	26	10225	0.00254	NSW	493.628534805	556.256097560976	5.21226204916	0.926207302246	0.988056460369	311
ERR1753833	0	173	0	0	10202	0	NSW	1652.23502141	1668.205	6.24486464094	0.967489468256	0.96025968916	710
ERR1753857	0	215	0	0	10106	0	NSW	1438.7980806	1595.39534883721	6.94376723547	0.982309667151	0.963185945519	722
ERR1753921	0	201	0	0	10128	0	NSW	1714.6850826	1647.38942307692	6.63303684424	0.972587764534	0.958739758096	777
ERR1753922	0	211	0	0	10077	0	NSW	2517.27522757	2429.3064516129	6.44759879758	0.959966827859	0.942311459354	948
ERR1896637	0	299	0	0	10178	0	NSW	643.360760269	719.847457627119	6.96711854368	0.972036301844	0.987457009913	547
ERR1896641	2	315	0.00635	24	10193	0.00235	NSW	690.155865053	730.691011235955	7.00595187558	0.97557472064	0.986846009297	593
ERR1896643	1	171	0.00585	5	10186	0.00049	NSW	690.829502751	758.30612244898	6.39398437602	0.975691747419	0.984156479218	415
ERR1896659	1	179	0.00559	30	10206	0.00294	NSW	690.83410943	765	6.21069107442	0.964374487016	0.983160368122	451
ERR1896665	1	239	0.00418	32	10189	0.00314	NSW	522.837818859	589.847457627119	6.03840330056	0.937819701963	0.990121963512	453
ERR1896670	1	206	0.00485	11	10201	0.00108	NSW	544.792376913	587.580357142857	6.78162995271	0.981283892142	0.988236457098	418
ERR1896688	0	276	0	0	10227	0	NSW	503.508771204	548.011627906977	6.7536070438	0.970620548583	0.991874752279	446
ERR1896691	2	287	0.00697	33	10185	0.00324	NSW	579.695667965	662.25	6.61254108662	0.959160381284	0.98935111465	502
ERR1896696	1	261	0.00383	12	10204	0.00118	NSW	530.516432285	588.719298245614	6.51238261438	0.942097135794	0.991060666935	465
ERR1896715	2	373	0.00536	18	10173	0.00177	NSW	793.554337175	860.673913043478	7.04433496017	0.96320108502	0.985205917633	698
ERR1896746	0	321	0	0	10188	0	NSW	1009.53721292	1048.33796296296	7.81682061413	0.97969213624	0.980594831789	865
ERR1896748	0	229	0	0	10222	0	NSW	779.886032297	801.564102564103	7.31051140341	0.986400454448	0.983112065599	598
ERR1896764	0	297	0	0	10205	0	NSW	994.56610277	1082.12209302326	7.82698733185	0.97932780441	0.979812755998	833
ERR1896774	0	339	0	0	10205	0	NSW	1084.1666566	1154.46728971963	8.09928655792	0.985252539996	0.978156996587	920
ERR1896788	0	251	0	0	10155	0	NSW	750.834191701	789.236842105263	6.9804101576	0.95652966819	0.984725350044	617
ERR1896811	0	257	0	0	10200	0	NSW	786.658332535	841.24	7.75555505164	0.989747866386	0.984922655179	672
ERR1896849	0	203	0	0	10196	0	NSW	616.808120997	659.408333333333	6.51985153451	0.959002475722	0.98727735369	504
ERR1896859	0	173	0	0	10154	0	NSW	836.089517008	955.941176470588	6.24768505609	0.96251433909	0.978519820348	581
ERR1896871	1	171	0.00585	19	10176	0.00187	NSW	628.397972132	643.22131147541	6.19157573966	0.967083065494	0.985410751004	420
ERR1896872	1	198	0.00505	54	10181	0.0053	NSW	1067.76992431	1216.53289473684	6.06673426448	0.940164385585	0.972314942077	624
ERR1896875	0	332	0	0	10207	0	NSW	1053.32628472	1134.37254901961	7.93459736972	0.982039855931	0.977961969771	884
ERR1896876	0	187	0	0	10106	0	NSW	966.724220169	1002.26754385965	6.51333958754	0.949137242576	0.976351682857	729
ERR1896883	1	240	0.00417	15	10186	0.00147	NSW	986.359932421	1051.14880952381	6.93215045206	0.977923614041	0.975691040972	640
ERR1896885	1	181	0.00552	44	10160	0.00433	NSW	956.164059027	1044.03278688525	6.50157767695	0.969359225787	0.976439534656	538
ERR1896891	1	239	0.00418	12	10090	0.00119	NSW	1119.98692274	1162.84090909091	6.96381459613	0.977570330086	0.971647208869	715
ERR1896911	0	320	0	0	10205	0	NSW	986.552012937	1019.36320754717	7.96922130389	0.983146390469	0.980981176241	840
ERR1896914	0	159	0	0	10201	0	NSW	646.516064563	650.007352941176	6.06292987968	0.960626626812	0.984744768238	422
ERR1896918	1	248	0.00403	10	10128	0.00099	NSW	1053.87907637	1089.79292929293	6.98341721336	0.979595805904	0.973787167449	673
ERR1896926	1	215	0.00465	9	10165	0.00089	NSW	923.930428318	918.245	6.75441889484	0.976470086494	0.977112676056	608
ERR1896944	0	150	0	0	10186	0	NSW	666.678302468	706.532786885246	5.50038494792	0.94505166102	0.983070750563	411
ERR1896950	1	268	0.00373	28	10112	0.00277	NSW	1481.89096627	1503.17753623188	7.22399075089	0.979964727246	0.960639481939	865
ERR1896956	0	189	0	0	10138	0	NSW	942.240548872	1111.4	6.57375268536	0.974200474828	0.975719600548	581
ERR1896981	1	198	0.00505	17	10143	0.00168	NSW	863.146669365	924.328767123288	6.84444496659	0.980617801917	0.978966934064	541
ERR1896982	2	255	0.00784	26	10140	0.00256	NSW	669.899878284	734.351648351648	7.16352064774	0.982911072915	0.98648512355	558
ERR1896987	0	178	0	0	10183	0	NSW	545.685781866	608.208333333333	6.26748466152	0.965175045042	0.987504919323	403
ERR1896991	1	225	0.00444	33	10054	0.00328	NSW	1995.72457981	1893.10256410256	6.55745315512	0.948731176277	0.94530858003	1054
ERR1897028	2	158	0.01266	16	10167	0.00157	NSW	834.290218012	909.8828125	5.46437279989	0.938474082861	0.978490379872	470
ERR1897031	1	328	0.00305	5	10140	0.00049	NSW	1903.7763235	1857.1408045977	7.82378160773	0.988399466136	0.950935960591	1065
ERR1897053	1	179	0.00559	10	10216	0.00098	NSW	648.871145088	605.607142857143	6.49264402268	0.97710931905	0.985427872861	420
