Samples	OTUhits	OTUs	percentOTUs	Readshit	Reads	percentReads	percentSize	EnvirTypes	ace	chao1	shannon	simpson	goods_coverage	observed_otus	BioProject	SRA_Study	Depth	Lat	Long
ERR1591338	0	701	0	0	10035	0	0	NSS	7642.897052	7469.753744	10.91482631	0.998921865	0.793229013	3623	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591339	0	695	0	0	10049	0	0	NSS	7117.007046	6953.084448	10.82082424	0.998744447	0.802288557	3484	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591344	0	734	0	0	10037	0	0	NSS	7547.628491	7376.636364	10.96756465	0.998985144	0.794350059	3634	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591346	0	649	0	0	10042	0	0	NSS	6953.032579	6831.561694	10.62380341	0.998502891	0.811712598	3322	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591347	0	749	0	0	10024	0	0	NSS	7799.771472	7528.503226	10.96247705	0.998927875	0.789208917	3683	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591350	0	740	0	0	10054	0	0	NSS	6942.793761	6760.663415	10.9038487	0.998919501	0.802251293	3494	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591357	0	711	0	0	10107	0	0	NSS	7178.645119	6927.557851	10.87783557	0.998844695	0.804382	3531	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591365	0	715	0	0	10030	0	0	NSS	6993.317263	6682.240291	10.83205245	0.99885319	0.808872713	3468	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591373	0	710	0	0	10001	0	0	NSS	7809.806746	7424.071543	10.93636494	0.998940213	0.78484356	3616	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591381	0	756	0	0	10044	0	0	NSS	7047.298824	6815.068293	10.9262227	0.998954349	0.805807087	3549	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591385	0	769	0	0	10029	0	0	NSS	7126.894702	6962.6125	10.96886541	0.998977701	0.800928212	3613	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591391	0	720	0	0	10042	0	0	NSS	7776.641899	7696.90431	10.9491736	0.998991584	0.792463997	3619	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591396	0	722	0	0	10033	0	0	NSS	7496.407483	6976.761978	10.93909082	0.99895636	0.799566844	3605	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591397	0	748	0	0	10034	0	0	NSS	7521.768015	7385.661642	10.91816362	0.998926766	0.796606826	3596	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591403	0	696	0	0	10045	0	0	NSS	7516.456812	7197.488691	10.92670336	0.998878223	0.796523618	3624	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591408	0	736	0	0	10035	0	0	NSS	7385.251796	7021.049392	10.94497381	0.998830858	0.798052331	3653	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591416	0	251	0	0	10132	0	0	NSW	1536.421615	1524.699387	5.904430254	0.928744838	0.95863699	849	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591423	0	589	0	0	10049	0	0	NSS	6311.727479	6197.524414	9.853813953	0.991504263	0.826982085	3023	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591427	0	541	0	0	10072	0	0	NSS	6408.906228	6529.112108	9.667579812	0.986608876	0.82820941	2964	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591433	0	713	0	0	10131	0	0	NSS	2738.676102	2738.887828	9.160952559	0.990120425	0.925446825	1977	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591438	0	509	0	0	9919	0	0	NSS	5757.24184	5844.230088	9.483133823	0.992978484	0.841547536	2691	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591441	0	538	0	0	10016	0	0	NSS	6566.650372	6427.163286	9.819129665	0.994782479	0.824435014	2959	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591444	0	611	0	0	10080	0	0	NSS	4707.978913	4507.666667	9.355818273	0.988345599	0.86616437	2563	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591447	0	507	0	0	10061	0	0	NSS	5929.069573	5668.443584	9.120843046	0.983688581	0.841633858	2689	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591459	0	605	0	0	9868	0	0	NSS	5054.028718	4899.850099	9.764170536	0.99513195	0.853822314	2614	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591485	0	644	0	0	10035	0	0	NSS	6135.791434	6128.977143	10.27993824	0.994265208	0.807302683	3044	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591490	0	715	0	0	10043	0	0	NSS	7633.347318	7662.231173	10.94680663	0.998890399	0.793550924	3635	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591493	0	709	0	0	10037	0	0	NSS	7628.932299	7342.783282	10.92180274	0.998698677	0.791239148	3687	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591494	0	671	0	0	10053	0	0	NSS	6709.177325	6659.182692	10.53779418	0.996600226	0.814523271	3367	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591497	0	596	0	0	10068	0	0	NSS	6640.404936	6227.586271	9.695182103	0.984147716	0.816444761	3072	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591501	0	631	0	0	10006	0	0	NSS	7561.418726	7315.34358	10.5348433	0.997131269	0.80049334	3410	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591508	0	654	0	0	10056	0	0	NSS	7420.598504	7311.860035	10.74403165	0.998562187	0.798602097	3458	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591514	0	670	0	0	10040	0	0	NSS	7797.93031	7658.71606	10.87081345	0.998506094	0.788939274	3668	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591515	0	644	0	0	10030	0	0	NSS	7038.138072	6990.770147	10.52159475	0.996175629	0.808340728	3377	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591518	0	681	0	0	10034	0	0	NSS	7418.143889	7105.366288	10.8872942	0.998781077	0.799152876	3583	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591521	0	722	0	0	10062	0	0	NSS	6828.184154	6657.822774	10.80303526	0.998750076	0.81223608	3440	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591524	0	708	0	0	10063	0	0	NSS	7466.90656	7090.585987	10.87410445	0.998685607	0.797614353	3599	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591526	0	602	0	0	10006	0	0	NSS	7097.93988	6770.014572	10.06839276	0.990498001	0.810114128	3278	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591529	0	679	0	0	10023	0	0	NSS	7506.54926	7684.163443	10.46387977	0.995250978	0.798428799	3413	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591531	0	700	0	0	10026	0	0	NSS	7144.999669	6777.779051	10.77258733	0.998666811	0.806353265	3469	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591541	0	721	0	0	10013	0	0	NSS	6764.858037	6532.742609	10.75318902	0.998642344	0.80545968	3303	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591548	0	683	0	0	10015	0	0	NSS	8031.069223	7803.592687	10.95445816	0.998945697	0.78661666	3675	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591551	0	660	0	0	10033	0	0	NSS	7733.275924	7528.070557	10.73726236	0.998038532	0.793561725	3558	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591557	0	675	0	0	10060	0	0	NSS	7062.872488	6574.362647	10.50115277	0.996977363	0.810856073	3363	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591562	0	692	0	0	10029	0	0	NSS	6737.394707	6618.304569	10.76306469	0.998448922	0.812734082	3432	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591563	0	517	0	0	10067	0	0	NSS	5900.101491	5867.751174	10.27312058	0.996486182	0.77877095	2642	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591564	0	651	0	0	10057	0	0	NSS	7495.558126	7173.414384	10.70262231	0.99819256	0.796989463	3454	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591569	0	732	0	0	9996	0	0	NSS	7407.427749	6993.0729	10.92560357	0.998957731	0.799546441	3588	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591571	0	624	0	0	10034	0	0	NSS	6833.861401	6581.191529	10.51825177	0.997735748	0.807246377	3232	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591576	0	684	0	0	10076	0	0	NSS	6923.814647	6477.907216	10.67597687	0.99851734	0.815262227	3333	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591577	0	631	0	0	10054	0	0	NSS	6824.518785	6634.000942	10.40258818	0.997025292	0.816211957	3234	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591583	0	645	0	0	10027	0	0	NSS	6950.45325	6666.956637	10.47673773	0.997132247	0.811995273	3332	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591584	0	702	0	0	10094	0	0	NSS	7010.525259	6852.165821	10.81063171	0.998579485	0.808119532	3477	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591587	0	734	0	0	10048	0	0	NSS	7485.926854	7147.491352	10.97411969	0.998922269	0.796458436	3655	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591590	0	576	0	0	10033	0	0	NSS	6485.833789	6402.809339	9.700474135	0.985224422	0.822936233	3071	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591591	0	609	0	0	10055	0	0	NSS	7129.815118	6915.58	9.83508828	0.984618364	0.81009048	3247	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591595	0	539	0	0	10081	0	0	NSS	6028.763553	6006.676407	9.325210054	0.982118742	0.836433422	2840	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591597	0	595	0	0	10078	0	0	NSS	6247.437728	5993.188825	9.851812932	0.990208806	0.830120008	3025	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591599	0	536	0	0	10060	0	0	NSS	6375.603822	5972.518812	9.383354281	0.97940444	0.83099007	2928	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591603	0	622	0	0	10044	0	0	NSS	6914.621782	6522.03125	10.70225044	0.998460519	0.800106157	3280	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591604	0	689	0	0	10036	0	0	NSS	7674.811656	7558.70364	10.78799469	0.998094249	0.793032182	3596	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591606	0	672	0	0	10006	0	0	NSS	7251.869272	7251.7487	10.65039845	0.997490704	0.80256917	3463	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591607	0	644	0	0	10054	0	0	NSS	6361.49825	6149.450664	10.1262325	0.993183716	0.826934436	3098	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591611	0	696	0	0	10067	0	0	NSS	7454.792329	7252.217728	10.76530075	0.998611988	0.799271869	3505	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591612	0	699	0	0	10040	0	0	NSS	7781.767699	7396.321541	10.93077232	0.99886966	0.790001968	3680	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591614	0	718	0	0	10032	0	0	NSS	7402.416552	7189.224959	10.89267876	0.998746691	0.797988761	3597	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591618	0	677	0	0	10049	0	0	NSS	7195.387509	6967.903226	10.7125381	0.998492249	0.806813706	3414	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591621	0	704	0	0	10049	0	0	NSS	7214.429016	7124.496672	10.90858362	0.998905523	0.800944138	3573	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591624	0	694	0	0	10004	0	0	NSS	7400.481466	7342.968903	10.7207684	0.996596929	0.796461052	3589	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591628	0	721	0	0	10007	0	0	NSS	6668.330698	6531.363636	10.79700087	0.998695064	0.814767223	3409	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591633	0	648	0	0	10057	0	0	NSS	6927.113762	6754.680605	10.36357547	0.994388507	0.811357831	3353	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591639	0	674	0	0	10022	0	0	NSS	6818.873355	6609.775583	10.43466341	0.996646551	0.814833054	3288	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591643	0	691	0	0	9967	0	0	NSS	7343.606749	7004.951115	10.76257615	0.99874056	0.803412902	3453	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591645	0	706	0	0	10028	0	0	NSS	7731.432036	7387.349835	10.73780966	0.997752924	0.793550924	3593	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591646	0	634	0	0	10018	0	0	NSS	7277.744784	6882.28125	10.44085432	0.996030861	0.80627397	3373	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591650	0	641	0	0	10038	0	0	NSS	6993.450739	6833.036219	10.43410294	0.994923987	0.808881449	3386	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591662	0	696	0	0	10038	0	0	NSS	7343.528182	7084.030782	10.86729133	0.998768311	0.80116096	3558	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591664	0	688	0	0	9997	0	0	NSS	7050.737802	6890.026699	10.76235161	0.998066092	0.804743083	3525	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591669	0	709	0	0	10009	0	0	NSS	7175.429084	7115.246924	10.75974943	0.998550333	0.803429027	3449	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591671	0	725	0	0	10013	0	0	NSS	6506.223035	6261.039389	10.76707452	0.998652236	0.81773399	3395	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591672	0	681	0	0	10000	0	0	NSS	6744.559761	6525.583765	10.61733392	0.998023115	0.814950495	3329	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591674	0	666	0	0	9963	0	0	NSS	6541.157787	6263.134984	10.68520599	0.998587777	0.818714612	3312	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591675	0	725	0	0	10009	0	0	NSS	6998.204107	6788.976804	10.82773729	0.998875089	0.810271605	3430	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591679	0	675	0	0	10050	0	0	NSS	7650.96766	7363.79932	10.59118331	0.997208846	0.794265445	3535	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591680	0	723	0	0	10070	0	0	NSS	7327.538368	7078.512712	10.88173506	0.998877972	0.80226378	3527	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591687	0	366	0	0	10078	0	0	NSS	4316.046076	4201.371014	8.686964041	0.977974593	0.803434178	1924	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591688	0	697	0	0	10034	0	0	NSS	7140.671587	6867.07976	10.70466224	0.998411227	0.806397638	3441	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591692	0	705	0	0	10039	0	0	NSS	7310.634806	6928.637739	10.79585822	0.998324374	0.801140834	3557	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591704	0	722	0	0	10026	0	0	NSS	7567.362784	7290.537705	10.92119407	0.99889196	0.795212766	3618	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591712	0	753	0	0	10034	0	0	NSS	7339.590943	6959.239695	10.95201397	0.998924856	0.798423645	3639	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591715	0	745	0	0	10032	0	0	NSS	7705.565336	7317.289263	10.97115335	0.998982992	0.793706981	3655	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591718	0	729	0	0	10048	0	0	NSS	7610.788786	7190.045383	10.98209342	0.99898903	0.794488189	3672	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591721	0	746	0	0	10028	0	0	NSS	6631.149967	6430.825487	10.7575312	0.998638559	0.813416979	3349	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591722	0	659	0	0	10015	0	0	NSS	6700.105745	6642.748054	10.50124759	0.997907617	0.819820707	3197	PRJEB15194	ERP016900	0	35.117	138.937
ERR1591723	0	756	0	0	9884	0	0	NSS	7160.94911	7120.371406	10.97111253	0.999027842	0.800418911	3575	PRJEB15194	ERP016900	0	35.117	138.937
ERR1593300	0	836	0	0	9972	0	0	NSS	3912.380395	3885.720739	10.2852511	0.998381002	0.890035728	2538	PRJEB15216	ERP016925	0	40.748	-74.001
ERR1593317	0	778	0	0	9962	0	0	NSS	4423.793309	4349.255424	10.28975465	0.998039942	0.874962698	2675	PRJEB15216	ERP016925	0	40.748	-74.001
ERR1593321	0	861	0	0	9965	0	0	NSS	3144.975933	3205.988172	10.10264624	0.997788297	0.913620931	2296	PRJEB15216	ERP016925	0	40.748	-74.001
ERR1593324	0	797	0	0	9947	0	0	NSS	3302.788081	3343.373272	9.980221632	0.997576193	0.908973339	2238	PRJEB15216	ERP016925	0	40.748	-74.001
ERR1593329	0	803	0	0	9936	0	0	NSS	3797.569446	3744.917647	10.09781113	0.997494938	0.892743222	2486	PRJEB15216	ERP016925	0	40.826	-73.94
ERR1593332	0	829	0	0	9952	0	0	NSS	3919.018885	3991.327051	10.21816851	0.998259038	0.88898854	2484	PRJEB15216	ERP016925	0	40.826	-73.94
ERR1593334	0	796	0	0	9920	0	0	NSS	4235.85784	4224.128231	10.32330863	0.998325512	0.879753748	2648	PRJEB15216	ERP016925	0	40.826	-73.94
ERR1593342	0	791	0	0	9919	0	0	NSS	4472.836675	4449.1361	10.2993713	0.998072838	0.871756636	2724	PRJEB15216	ERP016925	0	40.826	-73.94
ERR1593351	0	801	0	0	9908	0	0	NSS	4223.264332	4256.041578	10.2990895	0.99836554	0.880167765	2588	PRJEB15216	ERP016925	0	40.826	-73.94
ERR1593356	0	697	0	0	9973	0	0	NSS	4323.501022	4149.321429	10.12980072	0.997661031	0.877808709	2576	PRJEB15216	ERP016925	0	40.638	-74.074
ERR1593361	0	758	0	0	9879	0	0	NSS	4854.425583	4738.68618	10.36985449	0.998194992	0.862277827	2809	PRJEB15216	ERP016925	0	40.638	-74.074
ERR1593370	0	710	0	0	9953	0	0	NSS	4432.39797	4398.367804	10.06737812	0.997026997	0.874614389	2583	PRJEB15216	ERP016925	0	40.638	-74.074
ERR1593392	0	847	0	0	9866	0	0	NSS	3956.620601	3923.320611	10.25172685	0.998015161	0.886996594	2591	PRJEB15216	ERP016925	0	40.671	-73.935
ERR1593402	0	967	0	0	9948	0	0	NSS	3430.570521	3481.770217	10.36624049	0.998296301	0.906299841	2507	PRJEB15216	ERP016925	0	40.748	-74.001
ERR1593406	0	861	0	0	9896	0	0	NSS	4566.416711	4436.290186	10.54047511	0.99857634	0.86966046	2870	PRJEB15216	ERP016925	0	40.826	-73.94
ERR1593408	0	810	0	0	9931	0	0	NSS	3878.956773	3813.104582	10.16265958	0.99790853	0.890632761	2498	PRJEB15216	ERP016925	0	40.638	-74.074
ERR1593410	0	835	0	0	9998	0	0	NSS	4325.387844	4162.608985	10.45067831	0.998446685	0.876973488	2792	PRJEB15216	ERP016925	0	40.638	-74.074
ERR1593412	0	852	0	0	9976	0	0	NSS	3815.525224	3773.381238	10.31836428	0.998344942	0.893652837	2548	PRJEB15216	ERP016925	0	40.813	-73.939
ERR1593419	0	1014	0	0	9988	0	0	NSS	3337.304851	3461.1829	10.36599482	0.998439281	0.909343384	2451	PRJEB15216	ERP016925	0	40.809	-73.963
ERR1593420	0	820	0	0	9942	0	0	NSS	4453.401044	4404.390485	10.49589479	0.998415252	0.873126179	2830	PRJEB15216	ERP016925	0	40.748	-74.001
ERR1593430	0	689	0	0	9793	0	0	NSS	6024.559993	5708.683168	10.54427393	0.997601782	0.828148596	3191	PRJEB15216	ERP016925	0	40.638	-74.074
ERR1593432	0	717	0	0	9742	0	0	NSS	6094.727434	5904.122449	10.67036737	0.998582501	0.827359618	3246	PRJEB15216	ERP016925	0	40.777	-73.975
ERR1593438	0	723	0	0	9891	0	0	NSS	6519.670035	6240.65338	10.63202146	0.997800323	0.820327219	3300	PRJEB15216	ERP016925	0	40.777	-73.975
ERR1593440	0	740	0	0	9945	0	0	NSS	6580.121711	6233.315138	10.85306453	0.99853914	0.813198773	3532	PRJEB15216	ERP016925	0	40.777	-73.975
ERR1593442	0	710	0	0	9891	0	0	NSS	4935.725252	4797.406796	10.261	0.996720014	0.861105607	2808	PRJEB15216	ERP016925	0	40.777	-73.975
ERR1593444	0	569	0	0	9969	0	0	NSS	3634.432467	3542.365633	9.36290747	0.994158978	0.898543545	2105	PRJEB15216	ERP016925	0	40.777	-73.975
ERR1593445	0	724	0	0	9891	0	0	NSS	5701.842392	5721.287234	10.60372327	0.997631737	0.835122242	3194	PRJEB15216	ERP016925	0	40.777	-73.975
ERR1593450	0	504	0	0	10173	0	0	NSS	4855.694592	4745.182045	9.670621238	0.996257228	0.869411765	2437	PRJEB15217	ERP016926	0	42.783	128.2
ERR1593451	0	507	0	0	10170	0	0	NSS	5582.562796	5332.155012	9.790893397	0.99654885	0.853281097	2622	PRJEB15217	ERP016926	0	42.783	128.2
ERR1593456	0	432	0	0	10184	0	0	NSS	5419.771632	5051.019753	8.972152103	0.98581468	0.859003231	2420	PRJEB15217	ERP016926	0	42.4	128.1
ERR1593461	0	492	0	0	10180	0	0	NSS	4767.137907	4524.727848	9.472566586	0.995657916	0.873580102	2345	PRJEB15217	ERP016926	0	42.083	128.067
ERR1593463	0	488	0	0	10172	0	0	NSS	3925.972299	3940.429429	9.373038202	0.995467316	0.893819179	2090	PRJEB15217	ERP016926	0	42.083	128.067
ERR1593464	0	434	0	0	10175	0	0	NSS	3252.153787	3197.251838	8.963017134	0.994067708	0.914630556	1737	PRJEB15217	ERP016926	0	42.083	128.067
ERR1593469	0	507	0	0	10184	0	0	NSS	5117.984033	5103.419897	9.835057165	0.996307498	0.863217715	2535	PRJEB15217	ERP016926	0	42.03	128.067
ERR1593510	0	430	0	0	10131	0	0	NSS	3986.208048	3975.29661	9.07304855	0.994464631	0.895837424	1944	PRJEB15218	ERP016927	0	71.296	-156.766
ERR1593513	0	302	0	0	10156	0	0	NSS	1850.092454	2132.182482	7.629899543	0.982048225	0.950264862	1076	PRJEB15218	ERP016927	0	71.296	-156.766
ERR1593522	0	367	0	0	10126	0	0	NSS	2834.02378	2807.586957	8.486209591	0.989888698	0.923243883	1569	PRJEB15218	ERP016927	0	71.296	-156.766
ERR1593526	0	323	0	0	10139	0	0	NSS	1867.261435	1995.061765	8.230190236	0.992431538	0.949889536	1119	PRJEB15218	ERP016927	0	71.296	-156.766
ERR1593530	0	320	0	0	10117	0	0	NSS	2245.491183	2233.537559	8.035458156	0.987899119	0.940418838	1244	PRJEB15218	ERP016927	0	71.296	-156.766
ERR1593531	0	266	0	0	10113	0	0	NSS	2034.399015	2025.510582	7.624993248	0.982988741	0.946085233	1125	PRJEB15218	ERP016927	0	71.296	-156.766
ERR1593532	0	321	0	0	10096	0	0	NSS	2036.443367	2114.064433	7.910803188	0.986985829	0.945943285	1171	PRJEB15218	ERP016927	0	71.296	-156.766
ERR1593537	0	291	0	0	10145	0	0	NSS	1903.488325	1983.162791	7.819059165	0.987339093	0.949746747	1095	PRJEB15218	ERP016927	0	71.296	-156.766
ERR1593556	0	276	0	0	10153	0	0	NSS	1687.570777	1776.931138	7.473532002	0.982827518	0.954876847	1015	PRJEB15218	ERP016927	0	71.296	-156.766
ERR1594080	0	331	0	0	9950	0	0	NSS	1629.345724	1752.080882	8.855127096	0.992950284	0.962647379	1343	PRJEB15228	ERP016937	0	-28.833	153.417
ERR1594089	0	433	0	0	9971	0	0	NSS	1451.973273	1546.074405	9.11268367	0.99556524	0.97046288	1244	PRJEB15228	ERP016937	0	-28.833	153.417
ERR1594108	0	336	0	0	10188	0	0	NSS	3987.476635	3941.764331	9.056768884	0.992783115	0.894201623	2011	PRJEB15228	ERP016937	0	-28.833	153.417
ERR1594118	0	383	0	0	10187	0	0	NSS	3993.104524	3969.818182	9.2898314	0.994852691	0.89292018	2079	PRJEB15228	ERP016937	0	-28.833	153.417
ERR1594121	0	357	0	0	10191	0	0	NSS	4395.971062	4232.817784	9.236155674	0.993819125	0.884679393	2155	PRJEB15228	ERP016937	0	-28.833	153.417
ERR1594125	0	359	0	0	10193	0	0	NSS	3926.320411	4020.856678	8.813147843	0.981783349	0.893639922	2027	PRJEB15228	ERP016937	0	-28.833	153.417
ERR1594129	0	245	0	0	9805	0	0	NSS	3734.199514	3636.49705	9.119318254	0.994156006	0.89638191	1990	PRJEB15228	ERP016937	0	-28.833	153.417
ERR1594135	0	239	0	0	9701	0	0	NSS	4307.071063	4122.205805	9.399509347	0.995191852	0.882799241	2209	PRJEB15228	ERP016937	0	-28.833	153.417
ERR1594144	0	265	0	0	9790	0	0	NSS	4250.439062	4195.636719	9.570539497	0.995592658	0.881567142	2289	PRJEB15228	ERP016937	0	-28.833	153.417
ERR1594150	0	252	0	0	9789	0	0	NSS	4164.171727	4077.619048	9.382663451	0.995360463	0.885426031	2167	PRJEB15228	ERP016937	0	-28.833	153.417
ERR1594162	0	379	0	0	9856	0	0	NSS	2128.988556	2188.97377	9.505153992	0.996587725	0.947895792	1676	PRJEB15228	ERP016937	0	-28.833	153.417
ERR1594164	0	246	0	0	9697	0	0	NSS	4566.549414	4447.570755	9.67199078	0.995480905	0.872221668	2430	PRJEB15228	ERP016937	0	-28.833	153.417
ERR1594167	0	254	0	0	9848	0	0	NSS	3615.46949	3544.001479	9.144228358	0.993687889	0.899348371	1985	PRJEB15228	ERP016937	0	-28.833	153.417
ERR1594175	0	260	0	0	9757	0	0	NSS	4412.894688	4418.672805	9.416234121	0.994003793	0.878926897	2271	PRJEB15228	ERP016937	0	-28.833	153.417
ERR1594179	0	260	0	0	9764	0	0	NSS	4139.424499	4020.005155	9.505025742	0.9952199	0.88402869	2229	PRJEB15228	ERP016937	0	-28.833	153.417
ERR1594181	0	276	0	0	9775	0	0	NSS	4160.860548	3952.047619	9.499078416	0.995313736	0.886005654	2186	PRJEB15228	ERP016937	0	-28.833	153.417
ERR1594186	0	266	0	0	9762	0	0	NSS	3331.224343	3289.012422	9.17282296	0.994674491	0.907750928	1903	PRJEB15228	ERP016937	0	-28.833	153.417
ERR1594201	0	258	0	0	9846	0	0	NSS	3634.962021	3511.150602	8.850597859	0.98729144	0.901139178	1951	PRJEB15228	ERP016937	0	-28.833	153.417
ERR1594208	0	291	0	0	9741	0	0	NSS	3322.550332	3253.103825	9.364750973	0.995168079	0.907312669	1997	PRJEB15228	ERP016937	0	-28.833	153.417
ERR1594214	0	236	0	0	9687	0	0	NSS	3789.154953	3746.656962	9.378705344	0.99316298	0.892885454	2213	PRJEB15228	ERP016937	0	-28.833	153.417
ERR1594221	0	277	0	0	9784	0	0	NSS	2512.817137	2535.141643	9.14049084	0.992836644	0.931890389	1807	PRJEB15228	ERP016937	0	-28.833	153.417
ERR1594229	0	243	0	0	9737	0	0	NSS	3603.658461	3526.369403	9.282423714	0.992179484	0.898484698	2155	PRJEB15228	ERP016937	0	-28.833	153.417
ERR1594236	0	321	0	0	9802	0	0	NSS	2709.858387	2700.023929	9.438204185	0.993921394	0.927303382	1961	PRJEB15228	ERP016937	0	-28.833	153.417
