Samples	OTUhits	OTUs	percentOTUs	Readshit	Reads	percentReads	percentSize	EnvirTypes	ace	chao1	shannon	simpson	goods_coverage	observed_otus	BioProject	SRA_Study	Depth	Lat	Long
DRR027530	2	81	0.02469	45	9884	0.00455	2	SW	653.539869	681.8287671	5.857972001	0.945979015	0.983526411	500	PRJDB3367	DRP002427	0.033	35.16	139.61
DRR027533	1	120	0.00833	18	9728	0.00185	2	SW	430.721051	446.3604651	6.68012056	0.973766653	0.992188397	379	PRJDB3367	DRP002427	0.042	35.16	139.61
DRR028683	1	130	0.00769	18	10215	0.00176	2	SW	1134.351945	1261.105263	6.493508254	0.965882659	0.970906961	665	PRJDB3419	DRP002509	0.5	28.88	122.12
DRR028690	2	136	0.01471	20	10214	0.00196	2	SW	1178.887878	1168.619048	6.469610319	0.95720971	0.970123023	706	PRJDB3419	DRP002509	0.5	28.85	122.22
DRR028692	0	147	0	0	10209	0	0	SW	2065.751364	2114.232558	6.441496574	0.94283626	0.947933965	975	PRJDB3419	DRP002509	0.5	28.9	122.25
DRR028695	1	164	0.0061	9	10229	0.00088	0	SW	1688.260509	1704.87218	6.852266623	0.957884302	0.956165186	924	PRJDB3419	DRP002509	0.5	28.89	122.29
DRR028723	0	215	0	0	10168	0	0	SW	3558.282076	3311.173835	7.50180726	0.964995307	0.906625037	1660	PRJDB3419	DRP002509	0.5	30.57	122.25
DRR028737	0	222	0	0	10202	0	0	SW	3177.451713	2972.901163	8.030275438	0.983087502	0.917154567	1574	PRJDB3419	DRP002509	0.5	30.13	122.67
DRR028749	0	154	0	0	10177	0	0	SW	2556.33443	2770.689922	6.83465518	0.956481439	0.936591552	1121	PRJDB3419	DRP002509	0.5	30.81	122.5
DRR057927	1	364	0.00275	20	9678	0.00207	2	SW	1185.411647	1251.315574	9.217285353	0.996950338	0.981425091	1085	PRJDB3913	DRP003064	0.035	65.4451	23.2985
DRR057928	2	363	0.00551	23	9576	0.0024	2	SW	1196.393894	1254.683761	9.259598701	0.997081988	0.981578947	1099	PRJDB3913	DRP003064	0.035	65.4451	23.2985
DRR057929	1	328	0.00305	16	9519	0.00168	2	SW	1228.868264	1299.625926	9.264149687	0.997015935	0.980058164	1123	PRJDB3913	DRP003064	0.035	65.4451	23.2985
DRR057934	0	323	0	0	9801	0	0	SW	921.5156555	988.4468085	8.509445587	0.994155434	0.984721939	832	PRJDB3913	DRP003064	0.035	65.4451	23.2985
DRR060143	0	416	0	0	10085	0	0	MS	6298.936046	5812.724665	10.06420566	0.996748395	0.832043874	2985	PRJDB4762	DRP003373	0	29.11	121.64
DRR060150	1	298	0.00336	11	10114	0.00109	2	MS	6719.998049	6263.345865	10.08272891	0.996204807	0.82170088	3100	PRJDB4762	DRP003373	0	29.35	122.25
DRR060159	0	390	0	0	10024	0	0	MS	5832.364962	5358.962766	9.854459991	0.99656323	0.840594463	2700	PRJDB4762	DRP003373	0	28.88	122.25
DRR060165	0	541	0	0	10119	0	0	MS	6450.226429	6078.040619	10.31845736	0.997929606	0.822494723	3050	PRJDB4762	DRP003373	0	30.2	122.5
DRR060166	0	500	0	0	9772	0	0	MS	6367.31913	5776.440727	10.14134022	0.997338307	0.826500658	2953	PRJDB4762	DRP003373	0	30.13	122.66
DRR060169	0	584	0	0	10072	0	0	MS	6400.855852	6294.00101	10.26319666	0.997464681	0.826138032	3083	PRJDB4762	DRP003373	0	29.9	122.49
DRR065508	0	517	0	0	10018	0	0	MS	5630.110432	5365.111588	9.947814168	0.996653979	0.847809	2763	PRJDB4942	DRP004313	0	29.34	122.02
DRR065509	2	485	0.00412	11	10084	0.00109	2	MS	6222.718795	5882.20082	10.07980864	0.997031302	0.834247649	2932	PRJDB4942	DRP004313	0	29.33	122.06
DRR065513	1	561	0.00178	9	10058	0.00089	0	MS	5975.783553	5646.464218	10.16046778	0.997365771	0.835672916	2979	PRJDB4942	DRP004313	0	29.26	122.24
DRR065514	0	570	0	0	10079	0	0	MS	5864.978125	5701.797852	10.17334805	0.99742342	0.837361777	2964	PRJDB4942	DRP004313	0	29.34	122.03
DRR065515	0	537	0	0	10121	0	0	MS	5446.705549	5042.500994	10.02909501	0.997266894	0.853081958	2767	PRJDB4942	DRP004313	0	29.33	122.07
DRR065526	0	547	0	0	10143	0	0	MS	5983.748946	5670.376648	10.37910986	0.998151443	0.837031968	3030	PRJDB4942	DRP004313	0	29.34	122.05
DRR065529	1	455	0.0022	11	10109	0.00109	2	MS	5878.54425	5722.355088	9.996415493	0.996917609	0.842660416	2820	PRJDB4942	DRP004313	0	29.34	122.06
DRR065533	1	467	0.00214	11	10136	0.00109	2	MS	5648.570971	5556.929705	9.877708661	0.996668587	0.846875	2741	PRJDB4942	DRP004313	0	29.33	122.1
DRR065543	0	528	0	0	9948	0	0	MS	6784.142614	6277.625205	10.46505694	0.998065294	0.812407243	3300	PRJDB4942	DRP004313	0	29.33	122.06
DRR065546	2	580	0.00345	9	10133	0.00089	0	MS	5784.758245	5469.49347	10.23917315	0.997596905	0.84144197	2978	PRJDB4942	DRP004313	0	29.33	122.07
DRR065547	0	542	0	0	10098	0	0	MS	6095.571662	5960.675388	10.30867367	0.997652028	0.832192451	3075	PRJDB4942	DRP004313	0	29.26	122.24
DRR065548	1	567	0.00176	4	10067	4e-04	0	MS	6595.0821	6209.882813	10.43433764	0.997870379	0.819359906	3246	PRJDB4942	DRP004313	0	29.34	122.03
DRR065555	1	547	0.00183	13	10060	0.00129	2	MS	6048.428448	5724.272727	10.24139819	0.997398902	0.833414897	3054	PRJDB4942	DRP004313	0	29.33	122.08
DRR065556	0	524	0	0	9986	0	0	MS	6346.660673	5816.124088	10.16396853	0.997254064	0.830135109	3030	PRJDB4942	DRP004313	0	29.26	122.25
DRR065560	1	563	0.00178	5	10066	5e-04	0	MS	5726.380605	5461.532668	10.18925213	0.997350258	0.839788732	2989	PRJDB4942	DRP004313	0	29.34	122.05
DRR065564	0	490	0	0	10114	0	0	MS	6309.093414	5872.541591	10.13166017	0.996995181	0.828546307	3067	PRJDB4942	DRP004313	0	29.33	122.1
DRR065566	1	439	0.00228	7	10068	7e-04	0	MS	6330.171692	5889.445255	10.17899782	0.997295308	0.828937085	3068	PRJDB4942	DRP004313	0	29.34	122.06
DRR065567	2	457	0.00438	26	10080	0.00258	2	MS	6356.282852	5988.183694	10.05405423	0.996870521	0.829664416	2991	PRJDB4942	DRP004313	0	29.33	122.1
DRR065568	1	483	0.00207	12	10129	0.00118	2	MS	6124.942579	5791.570764	10.241896	0.997553018	0.83297561	3050	PRJDB4942	DRP004313	0	29.26	122.27
DRR065569	2	468	0.00427	43	10077	0.00427	2	MS	6393.196195	5990.257515	10.14166552	0.99754514	0.830338733	2964	PRJDB4942	DRP004313	0	29.34	122.07
DRR075441	2	155	0.0129	58	9972	0.00582	5	SW	572.711684	603.5568182	7.099019411	0.981816051	0.988351254	447	PRJDB5229	DRP003833	0	23	-180
DRR089775	0	27	0	0	9982	0	0	SW	365.0369899	345.45	4.853838014	0.921047005	0.988586596	234	PRJDB5615	DRP004112	400	46.92	160
DRR089777	0	33	0	0	9956	0	0	SW	353.9966208	385.2857143	5.148025263	0.944435	0.988413903	229	PRJDB5615	DRP004112	2000	46.92	160
ERR1103000	0	61	0	0	10116	0	0	SW	376.4561436	385.4090909	6.090733482	0.973149662	0.992092932	286	PRJEB11493	ERP012887	60	-45.0943	-58.1635
ERR1103029	0	74	0	0	10033	0	0	SW	529.806677	555.1764706	6.711229982	0.977397706	0.988801572	408	PRJEB11493	ERP012887	200	-24.7537	-38.0183
ERR1103102	0	61	0	0	10045	0	0	SW	596.5858491	657.5425532	6.841443718	0.982668798	0.986747816	446	PRJEB11493	ERP012887	55	35.2387	-12.8973
ERR1103123	0	80	0	0	10010	0	0	SW	605.4266322	629.2264151	6.746410639	0.979635596	0.986591738	426	PRJEB11493	ERP012887	100	-51.0557	-66.4633
ERR1103129	0	64	0	0	9976	0	0	SW	519.5812117	535.0083333	6.548999197	0.976602868	0.989100277	402	PRJEB11493	ERP012887	40	-45.0943	-58.1635
ERR1103145	0	56	0	0	9973	0	0	SW	516.7182317	565.5104167	5.974241762	0.933946918	0.989056904	405	PRJEB11493	ERP012887	40	-30.9992	-38.9948
ERR1103177	0	69	0	0	10081	0	0	SW	669.7250549	726.0818182	7.105758198	0.985370549	0.985152409	493	PRJEB11493	ERP012887	200	-11.8977	-29.7515
ERR1103192	0	37	0	0	9739	0	0	SW	590.594735	607.3	6.097078482	0.956232784	0.986699507	437	PRJEB11493	ERP012887	37	6.059	-23.4817
ERR1103247	0	64	0	0	9832	0	0	SW	764.4806654	805.3611111	6.951376693	0.983951458	0.981533521	525	PRJEB11493	ERP012887	60	-51.0557	-66.4633
ERR1103250	0	40	0	0	9954	0	0	SW	528.8154741	590.8804348	5.758040127	0.941739357	0.987771203	399	PRJEB11493	ERP012887	40	-47.9412	-61.9227
ERR1103251	1	63	0.01587	32	9798	0.00327	2	SW	649.9508137	715.75	6.92671877	0.981501541	0.985475744	490	PRJEB11493	ERP012887	60	-47.9412	-61.9227
ERR1103252	0	65	0	0	9920	0	0	SW	701.4783185	710.75	7.204727478	0.984723014	0.985253365	562	PRJEB11493	ERP012887	100	-47.9412	-61.9227
ERR1103262	1	61	0.01639	104	9860	0.01055	9	SW	837.0341832	885.8	8.019476329	0.991806186	0.983917982	709	PRJEB11493	ERP012887	200	-39.7982	-50.577
ERR1103267	0	76	0	0	9841	0	0	SW	639.9628291	690.5363636	7.633828909	0.991009346	0.98785548	539	PRJEB11493	ERP012887	100	-34.2385	-42.965
ERR1103270	0	51	0	0	9777	0	0	SW	597.9906423	708.8902439	6.591186918	0.964765828	0.986750349	466	PRJEB11493	ERP012887	40	-30.9992	-38.9948
ERR1103274	0	44	0	0	9924	0	0	SW	688.3819107	771.1481481	6.512379575	0.966184979	0.984037279	499	PRJEB11493	ERP012887	20	-25.9983	-39.0007
ERR1103278	0	56	0	0	9601	0	0	SW	740.9277236	782.0253165	7.495144872	0.982537098	0.98495939	612	PRJEB11493	ERP012887	150	-25.9983	-39.0007
ERR1103290	1	66	0.01515	61	9906	0.00616	5	SW	670.0558588	677.8636364	7.35956085	0.985216533	0.987025948	551	PRJEB11493	ERP012887	100	-18.6455	-33.7298
ERR1103301	0	59	0	0	9323	0	0	SW	837.095869	880.3529412	7.512427569	0.983022939	0.981135923	644	PRJEB11493	ERP012887	140	-11.8977	-29.7515
ERR1103302	0	64	0	0	9640	0	0	SW	749.0343148	856.5517241	7.590518115	0.9886448	0.983961508	603	PRJEB11493	ERP012887	200	-11.8977	-29.7515
ERR1103303	0	75	0	0	9324	0	0	SW	657.7428048	802.9878049	7.094044763	0.981383189	0.98490841	489	PRJEB11493	ERP012887	20	-8.2145	-27.9922
ERR1103316	0	67	0	0	9761	0	0	SW	729.5867413	798.4692308	7.311640131	0.982852249	0.984390634	587	PRJEB11493	ERP012887	200	-1.4865	-25.318
ERR1103322	0	42	0	0	9476	0	0	SW	683.6062298	728.9262295	7.080492282	0.98269237	0.984713505	515	PRJEB11493	ERP012887	40	9.4075	-22.7722
ERR1103324	0	43	0	0	9354	0	0	SW	928.7780375	1010.335052	7.800445281	0.989242723	0.97848909	727	PRJEB11493	ERP012887	200	9.4075	-22.7722
ERR1103329	0	51	0	0	9606	0	0	SW	740.3797498	866.8157895	7.219660808	0.978326237	0.984176264	611	PRJEB11493	ERP012887	200	12.5898	-22.1955
ERR1103340	0	54	0	0	9555	0	0	SW	899.3552106	1008.769231	8.028780562	0.992743384	0.978938411	724	PRJEB11493	ERP012887	200	20.7047	-21.17
ERR1103343	0	65	0	0	9485	0	0	SW	794.8195888	816.5744681	7.89036733	0.992390674	0.9837794	650	PRJEB11493	ERP012887	60	24.3958	-19.8675
ERR1103345	0	63	0	0	9601	0	0	SW	714.9296192	815.1403509	7.368511687	0.979627816	0.985964912	606	PRJEB11493	ERP012887	200	24.3958	-19.8675
ERR1103349	0	71	0	0	9541	0	0	SW	783.305449	862.5588235	7.977792146	0.991208484	0.984746797	658	PRJEB11493	ERP012887	200	26.3482	-17.312
ERR1103369	0	54	0	0	9395	0	0	SW	812.3399167	852.6593407	8.005265373	0.992349466	0.984308564	691	PRJEB11493	ERP012887	200	43.0423	-10.935
ERR1202025	2	176	0.01136	20	10192	0.00196	2	SW	585.5189005	595	6.46685866	0.979771576	0.986416496	396	PRJEB12362	ERP013833	NA	65.229	23.774
ERR1202026	1	187	0.00535	18	10208	0.00176	2	SW	677.6745349	689.1065574	6.533713357	0.979996807	0.983585735	453	PRJEB12362	ERP013833	NA	65.123	24.161
ERR1202031	1	168	0.00595	10	10227	0.00098	0	SW	525.124432	596.0571429	5.763343474	0.938805507	0.987598867	360	PRJEB12362	ERP013833	NA	57.427	17.676
ERR1202032	2	168	0.0119	40	10229	0.00391	2	SW	483.3255916	513.8	5.780031993	0.948919375	0.989058226	357	PRJEB12362	ERP013833	NA	55.038	13.901
ERR1202034	1	208	0.00481	15	10156	0.00148	2	SW	831.6834073	922.8813559	5.940693142	0.927696934	0.979236043	541	PRJEB12362	ERP013833	NA	55.185	13.791
ERR1202038	2	208	0.00962	32	10156	0.00315	2	SW	722.1301215	763.9179104	5.840780403	0.923195271	0.982291361	511	PRJEB12362	ERP013833	NA	55.434	14.813
ERR1202043	3	187	0.01604	46	10192	0.00451	2	SW	659.4851971	639.5227273	6.27777393	0.964897053	0.984449878	447	PRJEB12362	ERP013833	NA	61.873	19.718
ERR1202045	2	163	0.01227	16	10229	0.00156	2	SW	504.1276454	494.5104167	6.075808379	0.969433198	0.988484434	345	PRJEB12362	ERP013833	NA	64.643	22.784
ERR1419289	0	288	0	0	10124	0	0	SW	2348.519542	2197.373626	7.021794414	0.945655233	0.934973638	1383	PRJEB14127	ERP015744	NA	-9.74	150.86
ERR1419290	2	505	0.00396	34	10141	0.00335	2	SW	2345.306396	2325.893728	8.965007848	0.991012776	0.938885092	1638	PRJEB14127	ERP015744	NA	-9.74	150.86
ERR1419291	0	247	0	0	10137	0	0	SW	2250.309095	2200.890547	6.407254217	0.939030509	0.938080798	1198	PRJEB14127	ERP015744	NA	-9.74	150.86
ERR1419292	2	461	0.00434	20	10112	0.00198	2	SW	2758.545609	2713.884615	9.556604446	0.996620921	0.927205308	1918	PRJEB14127	ERP015744	NA	-9.74	150.86
ERR1419297	1	501	0.002	12	10173	0.00118	2	SW	2602.430426	2590.608696	9.168226801	0.991305053	0.930373558	1794	PRJEB14127	ERP015744	NA	-9.82	150.82
ERR1419301	0	384	0	0	10098	0	0	SW	2345.279824	2312.839527	8.925590854	0.992703127	0.938093839	1632	PRJEB14127	ERP015744	NA	-9.82	150.82
ERR1419302	1	430	0.00233	6	10113	0.00059	0	SW	2388.165733	2409.444238	8.795870007	0.989857718	0.936003908	1608	PRJEB14127	ERP015744	NA	-9.82	150.82
ERR1512316	3	202	0.01485	16	10123	0.00158	2	SW	1285.022905	1241.060606	6.272419632	0.959551141	0.964993461	725	PRJEB14633	ERP016287	2585	16.733	-52.333
ERR1512337	0	342	0	0	10102	0	0	SW	1501.346547	1593.168966	7.221297006	0.960144345	0.960743802	973	PRJEB14633	ERP016287	435	34.25	-52.333
ERR1512346	0	231	0	0	10106	0	0	SW	1388.763502	1421.266423	7.132871571	0.978019218	0.963583757	812	PRJEB14633	ERP016287	70	38.333	-52.333
ERR1512349	2	163	0.01227	78	10063	0.00775	5	SW	1477.633999	1439.57619	5.557885929	0.930086659	0.959523298	682	PRJEB14633	ERP016287	4336	41.667	-52.883
ERR1512353	3	337	0.0089	22	10038	0.00219	2	SW	1713.028738	1812.453757	7.134529032	0.970088715	0.952209197	1063	PRJEB14633	ERP016287	740	42.883	-50.883
ERR1512354	1	291	0.00344	6	10077	6e-04	0	SW	1828.203384	1891.56962	6.710028271	0.945311153	0.951055187	1018	PRJEB14633	ERP016287	97	42.883	-50.883
ERR1520149	1	248	0.00403	19	9515	0.002	2	MS	5366.776319	4809.304852	9.784455708	0.996216202	0.85752715	2582	PRJEB14729	ERP016395	741.8	30.125314	-42.118869
ERR1520196	2	230	0.0087	67	9715	0.0069	5	MS	3621.841786	3580.834405	8.978311457	0.989955592	0.900627928	1917	PRJEB14729	ERP016395	808	30.124358	-42.119149
ERR1520219	0	184	0	0	9927	0	0	SW	1200.541045	1252	6.931213309	0.968664419	0.970326706	688	PRJEB14729	ERP016395	0	38.862	-122.414
ERR1520223	1	197	0.00508	21	9985	0.0021	2	SW	633.7376045	693.2191781	6.698727086	0.968913996	0.987410615	546	PRJEB14729	ERP016395	0	38.862	-122.414
ERR1530739	0	101	0	0	10214	0	0	SW	707.963297	743.7352941	5.782013206	0.958513462	0.981384584	443	PRJEB14793	ERP016464	0	60.27	5.22
ERR1530740	0	119	0	0	10216	0	0	SW	801.6103281	802.0071429	6.157976793	0.966997907	0.979630745	471	PRJEB14793	ERP016464	0	60.27	5.22
ERR1530759	2	156	0.01282	17	10217	0.00166	2	SW	521.3991446	530.137931	6.134687789	0.964221923	0.988150951	388	PRJEB14793	ERP016464	0	60.27	5.22
ERR1530774	0	113	0	0	10235	0	0	SW	556.8416446	564.1818182	5.679707181	0.955977021	0.986481153	379	PRJEB14793	ERP016464	0	60.27	5.22
ERR1530784	0	128	0	0	10229	0	0	SW	359.7400003	387.8	5.678729445	0.950186349	0.992996498	303	PRJEB14793	ERP016464	0	60.27	5.22
ERR1535947	0	200	0	0	10157	0	0	NSW	976.2622155	1215.960317	6.094867308	0.959387555	0.974157077	557	PRJEB14819	ERP016492	0	43.8	-86.799
ERR1535950	0	207	0	0	10130	0	0	NSW	1044.427748	1057.917526	6.3770121	0.964675523	0.973678943	604	PRJEB14819	ERP016492	0	43.8	-86.799
ERR1535970	1	281	0.00356	21	10169	0.00207	2	NSW	1259.231184	1258.504505	6.578881608	0.947445895	0.968193384	739	PRJEB14819	ERP016492	0	47.606	-86.818
ERR1535974	1	267	0.00375	15	10164	0.00148	2	NSW	1297.775828	1416.405	6.595517064	0.949601607	0.966471163	754	PRJEB14819	ERP016492	0	47.606	-86.818
ERR1538555	0	240	0	0	10137	0	0	NSLS	2173.91208	2064.90184	6.626249045	0.960178984	0.945045222	997	PRJEB14823	ERP016496	0	42.17566	-72.7
ERR1538556	1	514	0.00195	14	10125	0.00138	2	NSLS	2685.139698	2751.679245	8.781454567	0.993616692	0.92635429	1584	PRJEB14823	ERP016496	0	42.17566	-72.7
ERR1538559	0	542	0	0	10188	0	0	NSLS	1186.466707	1355.5375	8.499224921	0.992712012	0.975739645	1002	PRJEB14823	ERP016496	0	42.17566	-72.7
ERR1538576	3	702	0.00427	19	10095	0.00188	2	NSLS	6147.381605	5974.037422	10.21976435	0.997562707	0.835460572	2928	PRJEB14823	ERP016496	0	42.17566	-72.7
ERR1538579	2	624	0.00321	15	10125	0.00148	2	NSLS	1974.932551	2011.475439	8.870468806	0.993923453	0.949495948	1441	PRJEB14823	ERP016496	0	42.17566	-72.7
ERR1538581	0	261	0	0	10148	0	0	NSLS	2430.77066	2495.619863	7.10368794	0.974132172	0.93906035	1077	PRJEB14823	ERP016496	0	42.17566	-72.7
ERR1538582	1	530	0.00189	10	10115	0.00099	0	NSLS	3173.131248	3114.725329	8.934598684	0.993464591	0.91525757	1763	PRJEB14823	ERP016496	0	42.17566	-72.7
ERR1538585	1	575	0.00174	4	10128	0.00039	0	NSLS	2819.972957	2874.226821	9.059093552	0.994166258	0.92216398	1750	PRJEB14823	ERP016496	0	42.17566	-72.7
ERR1538586	0	259	0	0	10143	0	0	NSLS	2041.291172	1877.635359	7.306971975	0.982351163	0.947771451	1007	PRJEB14823	ERP016496	0	42.30844	-71.3412
ERR1538588	1	499	0.002	9	10126	0.00089	0	NSLS	2253.195014	2247.14902	8.554703155	0.992148236	0.940383669	1415	PRJEB14823	ERP016496	0	42.30844	-71.3412
ERR1538592	1	559	0.00179	14	10139	0.00138	2	NSLS	3014.453372	3141.905018	9.00966434	0.993993111	0.917019809	1755	PRJEB14823	ERP016496	0	42.30844	-71.3412
ERR1538655	0	199	0	0	10156	0	0	NSLS	1489.599798	1515.555556	5.99043781	0.958602533	0.960690128	752	PRJEB14823	ERP016496	0	42.06	-71.37761
ERR1538676	1	480	0.00208	10	10109	0.00099	0	NSLS	2376.35298	2426.28821	8.53472173	0.992418889	0.936665017	1402	PRJEB14823	ERP016496	0	42.06	-71.37761
ERR1538678	0	679	0	0	10055	0	0	NSLS	5828.691269	5748.472946	10.259953	0.997750847	0.840114274	2939	PRJEB14823	ERP016496	0	42.06	-71.37761
ERR1538681	0	836	0	0	10114	0	0	NSLS	4002.089977	3981.849112	10.08221763	0.997484338	0.886363636	2554	PRJEB14823	ERP016496	0	42.06	-71.37761
ERR1538684	0	704	0	0	10017	0	0	NSLS	5620.542506	5342.213878	10.23180572	0.997766883	0.846631206	2877	PRJEB14823	ERP016496	0	42.06	-71.37761
ERR1538689	0	595	0	0	10099	0	0	NSLS	5358.367476	5071.450873	9.714010898	0.995306382	0.856044931	2620	PRJEB14823	ERP016496	0	42.06	-71.37761
ERR1538755	0	678	0	0	10099	0	0	NSLS	5535.320112	5206.218872	10.08308467	0.997201496	0.84911039	2812	PRJEB14823	ERP016496	0	42.06	-71.37761
ERR1538766	0	650	0	0	10014	0	0	NSLS	5620.464194	5365.114688	10.0883886	0.99739702	0.846769413	2804	PRJEB14823	ERP016496	0	42.06	-71.37761
ERR1538801	2	610	0.00328	17	10163	0.00167	2	NSLS	2361.219534	2497.184825	9.013398425	0.995124218	0.935903806	1564	PRJEB14823	ERP016496	0	42.06	-71.37761
ERR1538826	0	387	0	0	10177	0	0	NSLS	1475.010387	1519.157895	7.539826669	0.983407572	0.961104017	988	PRJEB14823	ERP016496	0	42.06	-71.37761
ERR1538831	0	353	0	0	10165	0	0	NSLS	1060.78996	1096.032143	7.199554598	0.979593586	0.97390705	775	PRJEB14823	ERP016496	0	42.06	-71.37761
ERR1538842	0	740	0	0	10078	0	0	NSLS	4016.402302	4029.792391	10.05377715	0.997573681	0.886094822	2458	PRJEB14823	ERP016496	0	42.06	-71.37761
ERR1538886	1	662	0.00151	10	10081	0.00099	0	NSLS	5281.930961	5332.544931	9.991711516	0.997137222	0.85526057	2687	PRJEB14823	ERP016496	0	42.06	-71.37761
ERR1543757	0	559	0	0	10052	0	0	NSS	4025.746853	4053.5427	9.839370762	0.997560622	0.888250705	2233	PRJEB14863	ERP016540	0	33.194	-117.241
ERR1543765	0	559	0	0	10069	0	0	NSS	4377.381551	4359.59601	9.907725437	0.997498001	0.879245656	2400	PRJEB14863	ERP016540	0	33.194	-117.241
ERR1543798	1	186	0.00538	48	10143	0.00473	2	SW	1795.000237	1935.260163	7.407011415	0.981117448	0.952263048	968	PRJEB14864	ERP016541	0.2	50.15	-4.13
ERR1543799	2	220	0.00909	73	10154	0.00719	5	SW	2033.304166	2017.252841	7.794363652	0.98111581	0.946423343	1159	PRJEB14864	ERP016541	0.2	50.15	-4.13
ERR1543827	1	179	0.00559	9	10224	0.00088	0	SW	1402.616755	1428.714286	7.320279181	0.984815684	0.963132722	835	PRJEB14864	ERP016541	0.2	50.15	-4.13
ERR1543831	1	182	0.00549	23	10199	0.00226	2	SW	1567.770582	1643.115044	7.24737313	0.980832526	0.959550562	860	PRJEB14864	ERP016541	0.2	50.15	-4.13
ERR1543844	1	188	0.00532	15	10189	0.00147	2	SW	1726.038194	1906.926471	7.144406035	0.976376012	0.955499749	884	PRJEB14864	ERP016541	0.2	50.15	-4.13
ERR1543845	3	257	0.01167	90	10205	0.00882	5	SW	2218.254673	2259.142442	7.982982883	0.985303765	0.942273882	1224	PRJEB14864	ERP016541	0.2	50.15	-4.13
ERR1543849	1	273	0.00366	19	10154	0.00187	2	SW	3109.206988	3208.579439	8.762952417	0.993909666	0.919203747	1596	PRJEB14864	ERP016541	0.2	50.15	-4.13
ERR1543864	0	191	0	0	10161	0	0	SW	1863.954016	1738.520115	7.421310535	0.982026687	0.952581562	1002	PRJEB14864	ERP016541	0.2	50.15	-4.13
ERR1543865	1	203	0.00493	20	10217	0.00196	2	SW	1904.77306	1884.868613	7.559289143	0.98547282	0.952404222	974	PRJEB14864	ERP016541	0.2	50.15	-4.13
ERR1543866	0	127	0	0	10197	0	0	SW	656.5110233	682.4821429	6.006207036	0.953242544	0.982990713	472	PRJEB14864	ERP016541	0.2	50.15	-4.13
ERR1543875	1	167	0.00599	16	10159	0.00157	2	SW	1819.698027	1783.161184	7.198350959	0.976990758	0.952692158	1001	PRJEB14864	ERP016541	0.2	50.15	-4.13
ERR1543885	1	181	0.00552	11	10188	0.00108	2	SW	1541.800082	1627.788288	6.858401028	0.97159398	0.959191919	824	PRJEB14864	ERP016541	0.2	50.15	-4.13
ERR1543886	1	190	0.00526	18	10204	0.00176	2	SW	1360.451784	1463.268868	6.978387189	0.974881786	0.964761159	788	PRJEB14864	ERP016541	0.2	50.15	-4.13
ERR1543888	0	132	0	0	10205	0	0	SW	1303.664155	1353.422222	6.380150081	0.960046735	0.96653985	694	PRJEB14864	ERP016541	0.2	50.15	-4.13
ERR1543892	0	255	0	0	10141	0	0	SW	2018.554354	2188.07	7.127862791	0.965871061	0.945639421	1129	PRJEB14864	ERP016541	0.2	50.15	-4.13
ERR1543893	3	225	0.01333	44	10159	0.00433	2	SW	1990.450884	2103.190323	7.309442207	0.974283867	0.946649761	1138	PRJEB14864	ERP016541	0.2	50.15	-4.13
ERR1543894	1	174	0.00575	9	10206	0.00088	0	SW	1774.459872	1756.269231	7.441279296	0.983191944	0.954554378	957	PRJEB14864	ERP016541	0.2	50.15	-4.13
ERR1543895	2	200	0.01	28	10211	0.00274	2	SW	1878.624617	1874.51049	7.845286791	0.987993824	0.952394888	1033	PRJEB14864	ERP016541	0.2	50.15	-4.13
ERR1543898	0	131	0	0	10220	0	0	SW	1139.03268	1203.578571	6.657901578	0.978714402	0.972124068	596	PRJEB14864	ERP016541	0.2	50.15	-4.13
ERR1543906	0	267	0	0	10147	0	0	SW	2416.733872	2421.903614	8.057840576	0.989731225	0.939536249	1219	PRJEB14864	ERP016541	0.2	50.15	-4.13
ERR1543928	3	223	0.01345	66	10183	0.00648	5	SW	2084.418726	2222.35461	7.873916406	0.983105431	0.946473921	1126	PRJEB14864	ERP016541	0.2	50.15	-4.13
ERR1543934	1	153	0.00654	24	10197	0.00235	2	SW	1566.694693	1537.876068	6.736801729	0.963215339	0.960304301	821	PRJEB14864	ERP016541	0.2	50.15	-4.13
ERR1543935	1	160	0.00625	21	10214	0.00206	2	SW	1395.599735	1388.280172	6.963949698	0.975721551	0.964317311	776	PRJEB14864	ERP016541	0.2	50.15	-4.13
ERR1543936	2	192	0.01042	39	10218	0.00382	2	SW	1355.338677	1277.670139	7.350107272	0.982906265	0.965917969	839	PRJEB14864	ERP016541	0.2	50.15	-4.13
ERR1544013	0	87	0	0	10215	0	0	SW	616.3455223	654.9016393	5.547923369	0.955009716	0.984131649	378	PRJEB14865	ERP016542	0	78.933	11.883
ERR1544015	0	99	0	0	10241	0	0	SW	586.8854729	645.0089286	5.506325284	0.955269371	0.984549188	376	PRJEB14865	ERP016542	NA	78.933	11.883
ERR1544016	0	85	0	0	10231	0	0	SW	675.3281553	746.1724138	5.504939652	0.954039264	0.982545597	392	PRJEB14865	ERP016542	NA	78.933	11.883
ERR1544027	0	69	0	0	10233	0	0	SW	540.1054263	626	4.750288746	0.920128592	0.986349799	305	PRJEB14865	ERP016542	NA	78.933	11.883
ERR1544106	0	110	0	0	10218	0	0	SW	692.0515222	777.4083333	5.14860892	0.917862014	0.982178023	400	PRJEB14865	ERP016542	NA	78.933	11.883
