DRR027530	1	81	0.01235	25	9884	0.00253
DRR027533	0	120	0.0	0	9728	0.0
DRR028683	0	130	0.0	0	10215	0.0
DRR028690	0	136	0.0	0	10214	0.0
DRR028692	1	147	0.0068	22	10209	0.00215
DRR028695	2	164	0.0122	30	10229	0.00293
DRR028723	1	215	0.00465	9	10168	0.00089
DRR028737	0	222	0.0	0	10202	0.0
DRR028749	1	154	0.00649	9	10177	0.00088
DRR057927	1	364	0.00275	13	9678	0.00134
DRR057928	0	363	0.0	0	9576	0.0
DRR057929	1	328	0.00305	7	9519	0.00074
DRR057934	0	323	0.0	0	9801	0.0
DRR060143	0	416	0.0	0	10085	0.0
DRR060150	0	298	0.0	0	10114	0.0
DRR060159	0	390	0.0	0	10024	0.0
DRR060165	1	541	0.00185	2	10119	0.0002
DRR060166	0	500	0.0	0	9772	0.0
DRR060169	1	584	0.00171	3	10072	0.0003
DRR065508	1	517	0.00193	11	10018	0.0011
DRR065509	0	485	0.0	0	10084	0.0
DRR065513	0	561	0.0	0	10058	0.0
DRR065514	0	570	0.0	0	10079	0.0
DRR065515	3	537	0.00559	15	10121	0.00148
DRR065526	0	547	0.0	0	10143	0.0
DRR065529	2	455	0.0044	14	10109	0.00138
DRR065533	0	467	0.0	0	10136	0.0
DRR065543	0	528	0.0	0	9948	0.0
DRR065546	1	580	0.00172	3	10133	0.0003
DRR065547	1	542	0.00185	10	10098	0.00099
DRR065548	2	567	0.00353	12	10067	0.00119
DRR065555	0	547	0.0	0	10060	0.0
DRR065556	0	524	0.0	0	9986	0.0
DRR065560	1	563	0.00178	10	10066	0.00099
DRR065564	0	490	0.0	0	10114	0.0
DRR065566	0	439	0.0	0	10068	0.0
DRR065567	1	457	0.00219	22	10080	0.00218
DRR065568	2	483	0.00414	28	10129	0.00276
DRR065569	3	468	0.00641	41	10077	0.00407
DRR075441	11	155	0.07097	487	9972	0.04884
DRR089775	0	27	0.0	0	9982	0.0
DRR089777	0	33	0.0	0	9956	0.0
ERR1103000	0	61	0.0	0	10116	0.0
ERR1103029	1	74	0.01351	43	10033	0.00429
ERR1103102	0	61	0.0	0	10045	0.0
ERR1103123	1	80	0.0125	204	10010	0.02038
ERR1103129	0	64	0.0	0	9976	0.0
ERR1103145	0	56	0.0	0	9973	0.0
ERR1103177	1	69	0.01449	325	10081	0.03224
ERR1103192	0	37	0.0	0	9739	0.0
ERR1103247	0	64	0.0	0	9832	0.0
ERR1103250	1	40	0.025	156	9954	0.01567
ERR1103251	2	63	0.03175	395	9798	0.04031
ERR1103252	3	65	0.04615	516	9920	0.05202
ERR1103262	1	61	0.01639	50	9860	0.00507
ERR1103267	1	76	0.01316	147	9841	0.01494
ERR1103270	0	51	0.0	0	9777	0.0
ERR1103274	0	44	0.0	0	9924	0.0
ERR1103278	0	56	0.0	0	9601	0.0
ERR1103290	2	66	0.0303	258	9906	0.02604
ERR1103301	2	59	0.0339	300	9323	0.03218
ERR1103302	0	64	0.0	0	9640	0.0
ERR1103303	4	75	0.05333	201	9324	0.02156
ERR1103316	0	67	0.0	0	9761	0.0
ERR1103322	0	42	0.0	0	9476	0.0
ERR1103324	1	43	0.02326	164	9354	0.01753
ERR1103329	3	51	0.05882	521	9606	0.05424
ERR1103340	0	54	0.0	0	9555	0.0
ERR1103343	0	65	0.0	0	9485	0.0
ERR1103345	2	63	0.03175	112	9601	0.01167
ERR1103349	2	71	0.02817	170	9541	0.01782
ERR1103369	0	54	0.0	0	9395	0.0
ERR1202025	2	176	0.01136	8	10192	0.00078
ERR1202026	0	187	0.0	0	10208	0.0
ERR1202031	2	168	0.0119	15	10227	0.00147
ERR1202032	0	168	0.0	0	10229	0.0
ERR1202034	0	208	0.0	0	10156	0.0
ERR1202038	1	208	0.00481	7	10156	0.00069
ERR1202043	1	187	0.00535	8	10192	0.00078
ERR1202045	1	163	0.00613	7	10229	0.00068
ERR1419289	4	288	0.01389	60	10124	0.00593
ERR1419290	5	505	0.0099	43	10141	0.00424
ERR1419291	1	247	0.00405	20	10137	0.00197
ERR1419292	1	461	0.00217	36	10112	0.00356
ERR1419297	9	501	0.01796	93	10173	0.00914
ERR1419301	2	384	0.00521	73	10098	0.00723
ERR1419302	5	430	0.01163	78	10113	0.00771
ERR1512316	5	202	0.02475	717	10123	0.07083
ERR1512337	6	342	0.01754	97	10102	0.0096
ERR1512346	5	231	0.02165	32	10106	0.00317
ERR1512349	8	163	0.04908	699	10063	0.06946
ERR1512353	13	337	0.03858	163	10038	0.01624
ERR1512354	12	291	0.04124	1826	10077	0.1812
ERR1520149	0	248	0.0	0	9515	0.0
ERR1520196	0	230	0.0	0	9715	0.0
ERR1520219	1	184	0.00543	14	9927	0.00141
ERR1520223	0	197	0.0	0	9985	0.0
ERR1530739	0	101	0.0	0	10214	0.0
ERR1530740	0	119	0.0	0	10216	0.0
ERR1530759	2	156	0.01282	37	10217	0.00362
ERR1530774	0	113	0.0	0	10235	0.0
ERR1530784	0	128	0.0	0	10229	0.0
ERR1535947	4	200	0.02	23	10157	0.00226
ERR1535950	1	207	0.00483	23	10130	0.00227
ERR1535970	7	281	0.02491	196	10169	0.01927
ERR1535974	6	267	0.02247	193	10164	0.01899
ERR1538555	0	240	0.0	0	10137	0.0
ERR1538556	0	514	0.0	0	10125	0.0
ERR1538559	4	542	0.00738	12	10188	0.00118
ERR1538576	0	702	0.0	0	10095	0.0
ERR1538579	0	624	0.0	0	10125	0.0
ERR1538581	0	261	0.0	0	10148	0.0
ERR1538582	0	530	0.0	0	10115	0.0
ERR1538585	0	575	0.0	0	10128	0.0
ERR1538586	1	259	0.00386	19	10143	0.00187
ERR1538588	0	499	0.0	0	10126	0.0
ERR1538592	0	559	0.0	0	10139	0.0
ERR1538655	1	199	0.00503	2	10156	0.0002
ERR1538676	0	480	0.0	0	10109	0.0
ERR1538678	1	679	0.00147	5	10055	0.0005
ERR1538681	3	836	0.00359	7	10114	0.00069
ERR1538684	1	704	0.00142	7	10017	0.0007
ERR1538689	6	595	0.01008	27	10099	0.00267
ERR1538755	4	678	0.0059	31	10099	0.00307
ERR1538766	4	650	0.00615	17	10014	0.0017
ERR1538801	0	610	0.0	0	10163	0.0
ERR1538826	0	387	0.0	0	10177	0.0
ERR1538831	0	353	0.0	0	10165	0.0
ERR1538842	0	740	0.0	0	10078	0.0
ERR1538886	1	662	0.00151	12	10081	0.00119
ERR1543757	1	559	0.00179	14	10052	0.00139
ERR1543765	1	559	0.00179	8	10069	0.00079
ERR1543798	1	186	0.00538	12	10143	0.00118
ERR1543799	2	220	0.00909	63	10154	0.0062
