DRR027530	2	81	0.02469	45	9884	0.00455
DRR027533	1	120	0.00833	18	9728	0.00185
DRR028683	1	130	0.00769	18	10215	0.00176
DRR028690	2	136	0.01471	20	10214	0.00196
DRR028692	0	147	0.0	0	10209	0.0
DRR028695	1	164	0.0061	9	10229	0.00088
DRR028723	0	215	0.0	0	10168	0.0
DRR028737	0	222	0.0	0	10202	0.0
DRR028749	0	154	0.0	0	10177	0.0
DRR057927	1	364	0.00275	20	9678	0.00207
DRR057928	2	363	0.00551	23	9576	0.0024
DRR057929	1	328	0.00305	16	9519	0.00168
DRR057934	0	323	0.0	0	9801	0.0
DRR060143	0	416	0.0	0	10085	0.0
DRR060150	1	298	0.00336	11	10114	0.00109
DRR060159	0	390	0.0	0	10024	0.0
DRR060165	0	541	0.0	0	10119	0.0
DRR060166	0	500	0.0	0	9772	0.0
DRR060169	0	584	0.0	0	10072	0.0
DRR065508	0	517	0.0	0	10018	0.0
DRR065509	2	485	0.00412	11	10084	0.00109
DRR065513	1	561	0.00178	9	10058	0.00089
DRR065514	0	570	0.0	0	10079	0.0
DRR065515	0	537	0.0	0	10121	0.0
DRR065526	0	547	0.0	0	10143	0.0
DRR065529	1	455	0.0022	11	10109	0.00109
DRR065533	1	467	0.00214	11	10136	0.00109
DRR065543	0	528	0.0	0	9948	0.0
DRR065546	2	580	0.00345	9	10133	0.00089
DRR065547	0	542	0.0	0	10098	0.0
DRR065548	1	567	0.00176	4	10067	0.0004
DRR065555	1	547	0.00183	13	10060	0.00129
DRR065556	0	524	0.0	0	9986	0.0
DRR065560	1	563	0.00178	5	10066	0.0005
DRR065564	0	490	0.0	0	10114	0.0
DRR065566	1	439	0.00228	7	10068	0.0007
DRR065567	2	457	0.00438	26	10080	0.00258
DRR065568	1	483	0.00207	12	10129	0.00118
DRR065569	2	468	0.00427	43	10077	0.00427
DRR075441	2	155	0.0129	58	9972	0.00582
DRR089775	0	27	0.0	0	9982	0.0
DRR089777	0	33	0.0	0	9956	0.0
ERR1103000	0	61	0.0	0	10116	0.0
ERR1103029	0	74	0.0	0	10033	0.0
ERR1103102	0	61	0.0	0	10045	0.0
ERR1103123	0	80	0.0	0	10010	0.0
ERR1103129	0	64	0.0	0	9976	0.0
ERR1103145	0	56	0.0	0	9973	0.0
ERR1103177	0	69	0.0	0	10081	0.0
