Samples	EnvirTypes	ace	chao1	shannon	simpson	goods_coverage	observed_otus	BioProject	SRA_Study	Depth	Lat	Long	OTUhits	OTUs	percentOTUs	Readshit	Reads	percentReads	percentSize
ERR1544016	SW	675.3281553	746.1724138	5.504939652	0.954039264	0.982545597	392	PRJEB14865	ERP016542	NA	78.933	11.883	0	85	0	0	10231	0	0
ERR1544027	SW	540.1054263	626	4.750288746	0.920128592	0.986349799	305	PRJEB14865	ERP016542	NA	78.933	11.883	0	69	0	0	10233	0	0
ERR1544106	SW	692.0515222	777.4083333	5.14860892	0.917862014	0.982178023	400	PRJEB14865	ERP016542	NA	78.933	11.883	0	110	0	0	10218	0	0
ERR1544119	SW	583.8394762	613.8396226	4.922733272	0.924128537	0.985102605	335	PRJEB14865	ERP016542	NA	78.933	11.883	0	91	0	0	10225	0	0
ERR1544127	SW	708.5425716	739.516129	5.62306475	0.9564765	0.982183286	409	PRJEB14865	ERP016542	NA	78.933	11.883	0	119	0	0	10224	0	0
ERR1544130	SW	719.8571898	769.1142857	5.80755706	0.962379566	0.981364622	435	PRJEB14865	ERP016542	NA	78.933	11.883	0	121	0	0	10212	0	0
ERR1544160	SW	1035.485929	1048.689655	5.955239237	0.964309996	0.97352422	543	PRJEB14865	ERP016542	NA	78.933	11.883	0	127	0	0	10203	0	0
ERR1544169	SW	700.0776383	828.5652174	5.558928216	0.955464578	0.981981982	394	PRJEB14865	ERP016542	NA	78.933	11.883	0	99	0	0	10236	0	0
ERR1544194	SW	896.4451787	969.1024096	6.001028766	0.963091761	0.976346651	525	PRJEB14865	ERP016542	NA	78.933	11.883	0	141	0	0	10205	0	0
ERR1544224	SW	632.2173278	641.3409091	5.209253102	0.925110267	0.984206396	378	PRJEB14865	ERP016542	NA	78.933	11.883	0	115	0	0	10229	0	0
ERR1544276	SW	771.5173375	845.3076923	5.822106878	0.963601384	0.980314571	440	PRJEB14865	ERP016542	NA	78.933	11.883	0	132	0	0	10207	0	0
ERR1544292	NSS	5257.635073	5300.295844	9.835513698	0.996534518	0.858490566	2591	PRJEB14866	ERP016543	0	64.35	-145.64	13	412	0.03155	265	10164	0.02607	4
ERR1544295	NSS	4951.589876	4929.446556	9.87750257	0.996653974	0.865659933	2559	PRJEB14866	ERP016543	0	64.35	-145.64	13	412	0.03155	279	10173	0.02743	4
ERR1544297	NSS	3848.998247	3829.864726	8.863119835	0.992756339	0.898166404	1890	PRJEB14866	ERP016543	0	64.35	-145.64	13	373	0.03485	182	10170	0.0179	4
ERR1544309	NSS	3090.75885	3039.517668	8.349427655	0.986300432	0.916502754	1655	PRJEB14866	ERP016543	0	64.35	-145.64	6	328	0.01829	152	10159	0.01496	4
ERR1544314	NSS	2965.618309	2895.6	7.931974966	0.980625218	0.923446854	1445	PRJEB14866	ERP016543	0	64.35	-145.64	3	253	0.01186	38	10197	0.00373	2
ERR1544316	NSS	2838.72067	2957.002193	8.211137055	0.980788857	0.923613157	1536	PRJEB14866	ERP016543	0	64.35	-145.64	10	292	0.03425	130	10197	0.01275	4
ERR1544322	NSS	3170.3823	3113.875828	9.008439136	0.993949818	0.915077649	1791	PRJEB14866	ERP016543	0	64.35	-145.64	7	443	0.0158	122	10164	0.012	4
ERR1544323	NSS	4403.907493	4168.712821	9.413729514	0.995016218	0.88179669	2251	PRJEB14866	ERP016543	0	64.35	-145.64	8	413	0.01937	179	10182	0.01758	4
ERR1544326	NSS	2876.140013	2863.622047	7.911856784	0.982348052	0.921827311	1500	PRJEB14866	ERP016543	0	64.35	-145.64	10	298	0.03356	100	10194	0.00981	2
ERR1544337	NSS	2941.732319	2958.37931	8.622440414	0.991924628	0.920856245	1616	PRJEB14866	ERP016543	0	64.33	-145.69	4	322	0.01242	158	10188	0.01551	4
ERR1544340	NSS	3857.511484	3805.195652	8.951237151	0.993223075	0.898438267	1925	PRJEB14866	ERP016543	0	64.33	-145.69	19	365	0.05205	272	10174	0.02673	4
ERR1544344	NSS	1993.962491	1991.76	7.822347836	0.986634958	0.946677278	1124	PRJEB14866	ERP016543	0	64.33	-145.69	4	215	0.0186	63	10229	0.00616	2
ERR1544347	NSS	2314.034086	2335.229381	7.628741901	0.978786845	0.9385278	1240	PRJEB14866	ERP016543	0	64.33	-145.69	5	259	0.01931	82	10204	0.00804	2
ERR1544352	NSS	2937.652288	2869.742616	8.376173332	0.989166986	0.923489666	1498	PRJEB14866	ERP016543	0	64.33	-145.69	7	279	0.02509	246	10179	0.02417	4
ERR1544365	NSS	2622.617795	2607.748858	8.137791368	0.988682689	0.931153354	1374	PRJEB14866	ERP016543	0	64.33	-145.69	3	283	0.0106	29	10176	0.00285	2
ERR1544369	NSS	3600.995424	3681.391608	8.932420119	0.993374857	0.903505317	1851	PRJEB14866	ERP016543	0	64.33	-145.69	12	363	0.03306	219	10151	0.02157	4
ERR1544372	NSS	1874.980028	1869.266467	7.54339016	0.982879602	0.951073635	1046	PRJEB14866	ERP016543	0	64.33	-145.69	10	221	0.04525	138	10210	0.01352	4
ERR1544374	NSS	3547.712664	3615.121269	8.821711341	0.993778621	0.906163844	1765	PRJEB14866	ERP016543	0	64.33	-145.69	12	325	0.03692	199	10186	0.01954	4
ERR1544377	NSS	3050.245159	3178.052174	8.427407658	0.990603423	0.918189902	1566	PRJEB14866	ERP016543	0	64.33	-145.69	9	316	0.02848	117	10170	0.0115	4
ERR1544393	NSS	3960.40444	3897.726891	9.188643692	0.992476178	0.893161139	2115	PRJEB14866	ERP016543	0	64.33	-145.8	7	373	0.01877	169	10199	0.01657	4
ERR1544413	NSS	3946.090255	4092.007435	8.535534867	0.983714714	0.896291948	1910	PRJEB14866	ERP016543	0	64.33	-145.8	4	301	0.01329	88	10205	0.00862	2
ERR1544421	NSS	3012.950359	3112.361809	7.841789946	0.976158463	0.92228739	1456	PRJEB14866	ERP016543	0	64.33	-145.8	7	239	0.02929	104	10214	0.01018	4
ERR1544669	MS	6101.714642	5762.287293	9.612178003	0.996180219	0.850652537	2510	PRJEB14880	ERP016557	21.5	59.583	18.2	3	377	0.00796	57	10115	0.00564	2
ERR1544673	MS	6074.451868	5852.126374	9.709736438	0.996598885	0.850112956	2540	PRJEB14880	ERP016557	21.5	59.583	18.2	4	425	0.00941	48	10134	0.00474	2
ERR1545578	MS	7753.091312	7401.864747	10.66430709	0.998375742	0.794992175	3514	PRJEB14900	ERP016581	1002	28.218692	-89.491714	7	416	0.01683	170	10094	0.01684	4
ERR1545580	MS	7270.757947	6962.997288	10.0892826	0.992809735	0.806056448	3290	PRJEB14900	ERP016581	5.13	28.70523	-88.40167	11	403	0.0273	170	10147	0.01675	4
ERR1545581	MS	7329.322761	6987.739635	10.34725865	0.995155762	0.800510505	3433	PRJEB14900	ERP016581	5.13	28.70523	-88.40167	9	415	0.02169	166	10110	0.01642	4
ERR1545582	MS	6787.922219	6283.486056	9.744919471	0.992710162	0.824018792	2987	PRJEB14900	ERP016581	1439	28.757164	-88.388669	8	338	0.02367	133	10165	0.01308	4
ERR1545583	MS	6721.462759	6374.066406	9.910539039	0.99382622	0.822002351	3047	PRJEB14900	ERP016581	1439	28.757164	-88.388669	7	403	0.01737	137	10139	0.01351	4
ERR1545584	MS	6496.071923	6269.8375	9.605433955	0.990180524	0.827431031	2941	PRJEB14900	ERP016581	1449	28.765306	-88.366883	5	368	0.01359	89	10163	0.00876	2
ERR1545585	MS	6835.675572	6671.493814	9.856554984	0.993358829	0.819850776	3043	PRJEB14900	ERP016581	1449	28.765306	-88.366883	8	405	0.01975	94	10148	0.00926	2
ERR1545586	MS	6798.706632	6237.223092	9.742366325	0.993588676	0.823991362	2955	PRJEB14900	ERP016581	1520	28.757853	-88.344461	5	408	0.01225	107	10159	0.01053	4
ERR1545587	MS	6949.15533	6576.910156	9.949057312	0.995051312	0.817147342	3091	PRJEB14900	ERP016581	1520	28.757853	-88.344461	5	388	0.01289	102	10174	0.01003	4
ERR1545590	MS	7373.532302	6847.704545	10.21628543	0.994849326	0.803373541	3368	PRJEB14900	ERP016581	1595	28.696767	-88.384875	6	392	0.01531	145	10123	0.01432	4
ERR1545591	MS	7656.57953	7438.808905	10.24511863	0.995312411	0.798432141	3379	PRJEB14900	ERP016581	1595	28.696767	-88.384875	9	387	0.02326	154	10120	0.01522	4
ERR1545592	MS	6794.517123	6452.716743	9.445926383	0.988490514	0.828616198	2841	PRJEB14900	ERP016581	1567	28.738786	-88.335619	5	307	0.01629	92	10158	0.00906	2
ERR1545593	MS	6040.27003	5832.064935	9.538324205	0.990790322	0.838415531	2795	PRJEB14900	ERP016581	1567	28.738786	-88.335619	6	362	0.01657	89	10150	0.00877	2
ERR1545594	MS	8239.572715	7917.00365	10.44832901	0.996516789	0.787225705	3520	PRJEB14900	ERP016581	1579	28.719603	-88.3447	8	379	0.02111	176	10122	0.01739	4
ERR1545595	MS	7545.257862	7067.160988	10.45633512	0.997266263	0.799411765	3428	PRJEB14900	ERP016581	1579	28.719603	-88.3447	8	412	0.01942	137	10075	0.0136	4
ERR1545596	MS	6175.414108	5924.864253	9.402384361	0.989705594	0.838137255	2745	PRJEB14900	ERP016581	1350	28.672508	-88.435906	8	375	0.02133	113	10141	0.01114	4
ERR1545597	MS	6006.344587	5560.816886	9.349149381	0.989320008	0.843100745	2687	PRJEB14900	ERP016581	1350	28.672508	-88.435906	10	364	0.02747	142	10157	0.01398	4
ERR1545598	MS	6705.253508	6343.760437	9.740931463	0.990098084	0.823362381	3006	PRJEB14900	ERP016581	1582	28.713306	-88.401428	12	384	0.03125	136	10101	0.01346	4
ERR1545599	MS	6756.611329	6257.71529	10.0468845	0.992678116	0.819285365	3174	PRJEB14900	ERP016581	1582	28.713306	-88.401428	4	414	0.00966	53	10146	0.00522	2
ERR1545608	MS	8032.313715	7416.623177	10.48995589	0.9971371	0.787263544	3539	PRJEB14900	ERP016581	1003	28.806806	-88.561094	8	419	0.01909	136	10131	0.01342	4
ERR1545609	MS	8059.58639	7677.687175	10.44306062	0.997369161	0.788401254	3504	PRJEB14900	ERP016581	1003	28.806806	-88.561094	5	399	0.01253	115	10145	0.01134	4
ERR1545612	MS	6452.70801	6258.029206	9.479651246	0.98962204	0.83379067	2790	PRJEB14900	ERP016581	1545	28.639058	-88.471317	9	365	0.02466	150	10142	0.01479	4
ERR1545613	MS	6607.100395	6343.036344	9.493147127	0.989962365	0.827515199	2862	PRJEB14900	ERP016581	1545	28.639058	-88.471317	9	360	0.025	146	10154	0.01438	4
ERR1545614	MS	8308.743345	7780.996815	10.81865572	0.998637591	0.781668786	3712	PRJEB14900	ERP016581	838	28.834111	-88.650017	4	428	0.00935	136	10153	0.0134	4
ERR1545615	MS	7005.244771	6708.560038	10.44509255	0.998134918	0.814010371	3233	PRJEB14900	ERP016581	1575.51	28.297258	-88.636311	8	424	0.01887	146	10158	0.01437	4
ERR1545616	MS	7549.300733	7222.540833	10.73788042	0.998523298	0.79675115	3552	PRJEB14900	ERP016581	1738.23	28.293817	-88.043539	9	455	0.01978	146	10110	0.01444	4
ERR1545618	MS	7048.415462	6653.000912	10.50080754	0.998142048	0.813746578	3276	PRJEB14900	ERP016581	1437.72	28.345175	-88.778517	7	426	0.01643	144	10136	0.01421	4
ERR1545619	MS	8066.89674	7307.798188	10.60831648	0.998153113	0.792148032	3518	PRJEB14900	ERP016581	1437.72	28.345175	-88.778517	3	401	0.00748	76	10130	0.0075	2
ERR1545622	MS	7281.170582	7027.243948	10.37866925	0.997313298	0.807184105	3317	PRJEB14900	ERP016581	1759.94	28.565414	-88.448072	12	450	0.02667	213	10113	0.02106	4
ERR1545626	MS	8673.584181	7972.969889	10.79239462	0.998556283	0.776253918	3722	PRJEB14900	ERP016581	492.93	28.87395	-88.756894	5	448	0.01116	374	10143	0.03687	7
ERR1545629	MS	7238.403257	7061.49187	10.32613622	0.997702351	0.811453744	3191	PRJEB14900	ERP016581	1303.41	28.265647	-88.923322	10	420	0.02381	237	10132	0.02339	4
ERR1545634	MS	4396.014284	4258.532787	10.20120421	0.997520654	0.874840982	2736	PRJEB14900	ERP016581	2286	28.11671	-88.071789	7	595	0.01176	76	10203	0.00745	2
ERR1545636	MS	7252.744574	6823.794425	10.58100417	0.998257327	0.807161726	3377	PRJEB14900	ERP016581	2101.8	28.086583	-88.516989	3	444	0.00676	83	10111	0.00821	2
ERR1545638	MS	7767.37464	7372.480035	10.71847959	0.998508653	0.796651655	3521	PRJEB14900	ERP016581	1766	27.654381	-88.637922	5	428	0.01168	115	10155	0.01132	4
ERR1545643	MS	6827.174055	6599.494898	10.08650986	0.993691879	0.82103303	3099	PRJEB14900	ERP016581	1543.74	28.734822	-88.362208	8	419	0.01909	123	10147	0.01212	4
ERR1545644	MS	5995.345312	5877.302013	9.802002552	0.993017143	0.840204162	2803	PRJEB14900	ERP016581	1543.74	28.734822	-88.362208	12	460	0.02609	159	10141	0.01568	4
ERR1545651	MS	6307.905181	5898.013921	9.440841844	0.989681994	0.839451787	2714	PRJEB14900	ERP016581	1492.95	28.74491944	-88.374242	5	357	0.01401	74	10136	0.0073	2
ERR1545652	MS	6514.660649	6217.487613	9.595833425	0.991973655	0.832712662	2823	PRJEB14900	ERP016581	1492.95	28.74491944	-88.374242	10	355	0.02817	88	10131	0.00869	2
ERR1545653	MS	7171.291795	6729.348928	10.32783402	0.997736196	0.815184424	3179	PRJEB14900	ERP016581	2389	28.557089	-87.760689	3	386	0.00777	102	10094	0.01011	4
ERR1545655	MS	7475.738103	7134.480909	10.57873894	0.998266298	0.803969496	3395	PRJEB14900	ERP016581	2309	28.580933	-87.885731	6	418	0.01435	162	10132	0.01599	4
ERR1545656	MS	8540.171855	7999.391586	10.84041769	0.998569219	0.778311129	3735	PRJEB14900	ERP016581	1883.55	28.570086	-88.02335	8	412	0.01942	159	10092	0.01576	4
ERR1545658	MS	8224.342712	7873.345853	10.94731955	0.998821685	0.778474809	3792	PRJEB14900	ERP016581	1819	28.672442	-88.233931	10	479	0.02088	183	10100	0.01812	4
ERR1545659	MS	8392.38355	8012.166411	10.96125972	0.998773306	0.774199863	3862	PRJEB14900	ERP016581	1819	28.672442	-88.233931	11	456	0.02412	185	10161	0.01821	4
ERR1545660	MS	7483.033106	7319.033395	10.37529809	0.996169968	0.801291459	3390	PRJEB14900	ERP016581	1617.64	28.70304444	-88.36095278	3	424	0.00708	100	10116	0.00989	2
ERR1545661	MS	7681.329123	7265.980591	10.22318454	0.995219163	0.800979432	3337	PRJEB14900	ERP016581	1617.64	28.70304444	-88.36095278	7	408	0.01716	142	10132	0.01402	4
ERR1545662	MS	7946.113559	7327.393186	10.37370051	0.997318427	0.799412916	3354	PRJEB14900	ERP016581	1172	28.710903	-88.748325	4	408	0.0098	121	10142	0.01193	4
ERR1545663	MS	6771.057939	6778.004338	9.935459987	0.993618293	0.821239977	3062	PRJEB14900	ERP016581	1402.39	28.41556667	-88.704275	9	401	0.02244	132	10166	0.01298	4
ERR1545664	MS	7188.635876	7003.11122	10.32484443	0.996900114	0.811305966	3244	PRJEB14900	ERP016581	1402.39	28.41556667	-88.704275	7	391	0.0179	183	10132	0.01806	4
ERR1545665	MS	7860.787774	7240.629784	10.39167674	0.996414405	0.794816415	3460	PRJEB14900	ERP016581	1286.42	28.44705556	-88.75934167	6	402	0.01493	143	10047	0.01423	4
ERR1545666	MS	7984.141885	7341.76087	10.33312794	0.996488779	0.79514059	3423	PRJEB14900	ERP016581	1286.42	28.44705556	-88.75934167	3	398	0.00754	84	10159	0.00827	2
ERR1545667	MS	6779.579865	6584.159223	9.837858636	0.989167451	0.817291687	3144	PRJEB14900	ERP016581	1535	28.730175	-88.416986	9	391	0.02302	152	10122	0.01502	4
ERR1545668	MS	7151.491948	6859.642023	9.83092878	0.990202908	0.811049074	3170	PRJEB14900	ERP016581	1535	28.730175	-88.416986	6	411	0.0146	121	10117	0.01196	4
ERR1545670	MS	6294.330151	5781.348928	9.591302783	0.98977785	0.834509112	2886	PRJEB14900	ERP016581	1422.23	28.688081	-88.418439	8	405	0.01975	148	10148	0.01458	4
ERR1545672	MS	3024.835069	3080.877778	9.609986244	0.992831966	0.917492397	2173	PRJEB14900	ERP016581	1577.91	28.575208	-88.537842	21	653	0.03216	165	10217	0.01615	4
ERR1545673	MS	7878.824157	7308.203608	10.42020155	0.996394046	0.793821555	3452	PRJEB14900	ERP016581	1515.83	28.51414444	-88.60056944	4	411	0.00973	152	10115	0.01503	4
ERR1545674	MS	8241.159553	8084.867871	10.49081539	0.997367131	0.787673917	3499	PRJEB14900	ERP016581	1515.83	28.51414444	-88.60056944	1	426	0.00235	31	10124	0.00306	2
ERR1545675	MS	7294.026993	6867.415686	9.965180115	0.99462124	0.812223206	3120	PRJEB14900	ERP016581	1193.54	28.32465833	-88.93966111	7	428	0.01636	132	10080	0.0131	4
ERR1545676	MS	7395.502136	7169.890625	9.977543222	0.993851022	0.807454027	3195	PRJEB14900	ERP016581	1193.54	28.32465833	-88.93966111	11	417	0.02638	172	10080	0.01706	4
ERR1546940	NSS	3997.859686	3982.067669	8.5753565	0.987223014	0.897488518	1865	PRJEB14909	ERP016588	0	64.49	-157.75	5	298	0.01678	102	10191	0.01001	4
ERR1546941	NSS	4166.033082	4117.501618	9.037847394	0.992996563	0.891006843	2026	PRJEB14909	ERP016588	0	64.49	-157.75	7	322	0.02174	223	10150	0.02197	4
ERR1546942	NSS	4110.846751	3940.133238	9.198465008	0.994228997	0.890670839	2098	PRJEB14909	ERP016588	0	64.49	-157.75	8	340	0.02353	245	10171	0.02409	4
ERR1546945	NSS	3794.138592	3813.715909	9.019801405	0.992282248	0.897568597	1990	PRJEB14909	ERP016588	0	64.49	-157.75	10	310	0.03226	154	10172	0.01514	4
ERR1546950	NSS	4266.539877	4225.121988	9.189027692	0.992466856	0.887063655	2141	PRJEB14909	ERP016588	0	64.49	-157.75	9	359	0.02507	165	10161	0.01624	4
ERR1546953	NSS	4098.390499	3989.625392	8.944538495	0.990886387	0.892026578	2019	PRJEB14909	ERP016588	0	64.49	-157.75	7	322	0.02174	158	10165	0.01554	4
ERR1546965	NSS	2924.801124	2999.539409	8.180107474	0.984557026	0.924061767	1459	PRJEB14909	ERP016588	0	64.49	-157.75	3	266	0.01128	348	10181	0.03418	7
ERR1546966	NSS	2933.406887	2947.63617	8.423068811	0.988002155	0.922423058	1546	PRJEB14909	ERP016588	0	64.49	-157.75	6	270	0.02222	430	10165	0.0423	7
ERR1546970	NSS	2706.400753	2690.184091	8.231117969	0.985898753	0.929073857	1433	PRJEB14909	ERP016588	0	64.49	-157.75	4	277	0.01444	409	10180	0.04018	7
ERR1546994	NSS	1880.34248	1804.347826	7.515217918	0.982598275	0.950923844	1079	PRJEB14909	ERP016588	0	64.49	-157.75	1	224	0.00446	2	10191	2e-04	0
ERR1546999	NSS	1986.346251	1968.390805	7.647708711	0.984849004	0.94834165	1096	PRJEB14909	ERP016588	0	64.49	-157.75	0	240	0	0	10184	0	0
ERR1547000	NSS	2262.103175	2448.029032	7.990068868	0.989589589	0.941711491	1196	PRJEB14909	ERP016588	0	64.49	-157.75	1	246	0.00407	20	10174	0.00197	2
ERR1547001	NSS	2441.968136	2560.423529	7.982667679	0.987371428	0.936644505	1272	PRJEB14909	ERP016588	0	64.49	-157.75	0	240	0	0	10177	0	0
ERR1547002	NSS	2135.993808	2226.628125	7.703105424	0.983458562	0.94465089	1162	PRJEB14909	ERP016588	0	64.49	-157.75	0	240	0	0	10170	0	0
ERR1547131	NSS	4819.054512	4774.018786	9.261495694	0.991503026	0.873300068	2298	PRJEB14912	ERP016592	0	38.99	-123.07	8	335	0.02388	179	10186	0.01757	4
ERR1547132	NSS	4631.970076	4608.124294	9.177040269	0.990255819	0.876512841	2264	PRJEB14912	ERP016592	0	38.99	-123.07	11	343	0.03207	229	10164	0.02253	4
ERR1547136	NSS	4552.795805	4347.028967	9.525574695	0.995323569	0.877707006	2314	PRJEB14912	ERP016592	0	38.99	-123.07	10	349	0.02865	290	10180	0.02849	4
ERR1547138	NSS	4472.341285	4437.734247	9.385757537	0.992753481	0.878706734	2273	PRJEB14912	ERP016592	0	38.99	-123.07	9	369	0.02439	261	10127	0.02577	4
ERR1547145	NSS	4590.002557	4448.428571	9.153694909	0.99074839	0.87744906	2256	PRJEB14912	ERP016592	0	38.99	-123.07	12	342	0.03509	273	10182	0.02681	4
ERR1547173	NSS	2678.597056	2840.063131	8.155144477	0.984265743	0.928767123	1426	PRJEB14912	ERP016592	0	18.13	-66.93	7	252	0.02778	226	10201	0.02215	4
ERR1547175	NSS	2289.165585	2315.321608	7.886717075	0.978757928	0.938082029	1281	PRJEB14912	ERP016592	0	18.13	-66.93	7	240	0.02917	244	10226	0.02386	4
ERR1547182	NSS	2341.312585	2527.755155	8.138717351	0.984362193	0.936351193	1370	PRJEB14912	ERP016592	0	18.13	-66.93	7	256	0.02734	229	10218	0.02241	4
ERR1557980	MS	5996.455923	5717.292969	9.62585315	0.994907305	0.848863525	2567	PRJEB15044	ERP016734	0	-23.14	-44.17	5	461	0.01085	107	10112	0.01058	4
ERR1557985	MS	5928.781051	5678.056064	9.623084725	0.991798678	0.844810673	2708	PRJEB15044	ERP016734	0	-22.85	-43.23	13	476	0.02731	286	10157	0.02816	4
ERR1557988	SW	3156.742181	3249.511327	9.323648414	0.994795098	0.913424604	1902	PRJEB15044	ERP016734	0	-22.95	-42.33	16	498	0.03213	691	10199	0.06775	7
ERR1557996	SW	1788.381106	1875.327189	8.527733598	0.987207074	0.954509804	1348	PRJEB15044	ERP016734	0	-22.94	-42.39	8	463	0.01728	228	10235	0.02228	4
ERR1558020	NSS	4343.907087	4304.176218	9.345794219	0.995020555	0.877683065	2186	PRJEB15045	ERP016735	0	69.434	161.716	10	362	0.02762	271	10160	0.02667	4
ERR1558032	NSS	4459.153034	4434.280063	9.156241979	0.992920209	0.883559637	2142	PRJEB15045	ERP016735	0	69.446	161.752	14	320	0.04375	353	10198	0.03461	7
ERR1558034	NSS	3446.069776	3349.108475	8.82130122	0.992683009	0.909393346	1784	PRJEB15045	ERP016735	0	69.446	161.752	7	311	0.02251	106	10184	0.01041	4
ERR1558037	NSS	1950.930258	1994.503937	8.846731161	0.993449476	0.946402349	1424	PRJEB15045	ERP016735	0	69.446	161.752	17	444	0.03829	221	10197	0.02167	4
ERR1558054	NSS	3049.809321	3161.014235	9.222366605	0.995006702	0.917417712	1819	PRJEB15045	ERP016735	0	68.74776	161.59458	42	494	0.08502	1063	10195	0.10427	13
ERR1558058	NSS	1517.262918	1600.041885	8.41369405	0.987618995	0.964078909	1200	PRJEB15045	ERP016735	0	68.74792	161.60118	27	508	0.05315	295	10168	0.02901	4
ERR1558061	NSS	3537.669058	3536.495253	9.17574636	0.993911277	0.905009313	1936	PRJEB15045	ERP016735	0	68.74792	161.60118	34	461	0.07375	591	10177	0.05807	7
ERR1558077	NSS	3811.536731	3648.550992	9.254058406	0.994288348	0.898101018	2058	PRJEB15045	ERP016735	0	74.48039	-20.55733	34	593	0.05734	316	10154	0.03112	7
ERR1558084	NSS	4370.654598	4212.55125	9.655010568	0.996082379	0.881752112	2317	PRJEB15045	ERP016735	0	74.46254	-20.54588	55	535	0.1028	881	10138	0.0869	10
ERR1558764	NSS	3355.185972	3162.615242	8.706444992	0.992565441	0.913769531	1677	PRJEB15055	ERP016746	0	45.04	-123.89	4	265	0.01509	87	10219	0.00851	2
ERR1558771	NSS	5032.691401	4880.681701	9.463916269	0.994953126	0.866568915	2406	PRJEB15055	ERP016746	0	44.23	-122.19	12	336	0.03571	286	10182	0.02809	4
ERR1559040	NSS	5574.344742	5377.885356	10.23017343	0.994730053	0.847363281	2968	PRJEB15061	ERP016752	0	41.841521	-88.230357	30	567	0.05291	893	10048	0.08887	10
ERR1559043	NSS	4719.125895	4484.004167	9.468760758	0.980322882	0.870084132	2589	PRJEB15061	ERP016752	0	41.841521	-88.230357	40	583	0.06861	838	10074	0.08318	10
ERR1559046	NSS	5209.228794	5119.921569	9.885478936	0.990973333	0.857422066	2751	PRJEB15061	ERP016752	0	41.841521	-88.230357	33	540	0.06111	983	10034	0.09797	10
ERR1559052	NSS	4895.787162	4768.630108	9.962982105	0.99289625	0.865395894	2696	PRJEB15061	ERP016752	0	41.841521	-88.230357	35	578	0.06055	899	10068	0.08929	10
ERR1559058	NSS	4581.286031	4557.363184	9.686224043	0.99115518	0.875097733	2479	PRJEB15061	ERP016752	0	41.841508	-88.230357	31	555	0.05586	1002	10069	0.09951	10
ERR1559059	NSS	4381.655507	4366.2	9.602303948	0.99132099	0.880887239	2380	PRJEB15061	ERP016752	0	41.841508	-88.230357	34	538	0.0632	926	10057	0.09208	10
ERR1559061	NSS	5904.540221	5706.202335	10.21245363	0.993827996	0.839538747	3032	PRJEB15061	ERP016752	0	41.841508	-88.230357	47	568	0.08275	990	9915	0.09985	10
ERR1559067	NSS	4688.601498	4715.494962	9.77214399	0.991170406	0.872460938	2518	PRJEB15061	ERP016752	0	41.841508	-88.230357	41	530	0.07736	1035	10035	0.10314	13
ERR1559071	NSS	4337.790031	4323.324219	9.377071417	0.98606282	0.88172569	2341	PRJEB15061	ERP016752	0	41.841508	-88.230357	32	538	0.05948	869	10054	0.08643	10
ERR1559074	NSS	5150.492941	4934.913793	9.762782441	0.990304495	0.860176125	2669	PRJEB15061	ERP016752	0	41.841508	-88.230357	39	546	0.07143	901	10046	0.08969	10
ERR1559075	NSS	4763.249357	4559.869021	9.539270733	0.987663536	0.870703125	2518	PRJEB15061	ERP016752	0	41.841508	-88.230357	32	511	0.06262	915	10062	0.09094	10
ERR1559076	NSS	4568.324984	4345.529412	9.299221026	0.983766306	0.875610709	2409	PRJEB15061	ERP016752	0	41.841508	-88.230357	27	490	0.0551	852	10097	0.08438	10
